travel_type,inflight_wifi_serv,online_boarding,online_booking_conv,inflight_ent,customer_type,food_and_drink,cleanliness,seat_comfort,flight_distance,arr_delay_in_mins
1,0.6000000000000001,0.4,0.4,0.8,0,0.8,0.8,0.8,0.3004048582995951,0.0
1,0.4,0.4,0.4,1.0,0,1.0,1.0,1.0,0.1219973009446693,1.0
1,0.4,0.4,0.4,0.2,0,0.2,0.2,0.2,0.0550607287449392,0.2272727272727273
1,0.4,0.4,0.4,0.6000000000000001,0,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.1775978407557354,0.0
0,0.8,0.8,0.8,0.6000000000000001,1,0.6000000000000001,0.6000000000000001,1.0,0.0920377867746288,0.5227272727272727
0,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.2,1,0.2,0.2,0.2,0.1039136302294196,0.2045454545454545
0,0.8,0.8,0.2,0.8,0,0.8,0.8,0.8,0.0825910931174088,0.0
1,0.2,0.2,0.2,0.6000000000000001,0,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.082051282051282,0.0
1,0.8,0.2,0.8,1.0,0,0.8,0.2,0.2,0.6720647773279351,0.6818181818181819
1,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.1584345479082321,0.0
0,0.8,0.8,0.8,0.8,0,0.8,0.8,0.8,0.3435897435897436,0.0
1,0.8,0.8,0.8,0.6000000000000001,0,0.6000000000000001,0.6000000000000001,0.2,0.1398110661268556,0.0681818181818181
1,0.4,0.6000000000000001,0.4,0.2,0,0.4,1.0,1.0,0.0796221322537112,0.0
1,0.8,0.2,0.8,0.6000000000000001,0,0.8,0.2,0.2,0.6596491228070175,0.2272727272727273
1,0.8,0.8,0.8,0.2,0,0.2,0.2,0.2,0.2556005398110661,0.0
0,0.6000000000000001,0.6000000000000001,0.6000000000000001,1.0,1,1.0,1.0,1.0,0.2051282051282051,0.1363636363636363
1,0.6000000000000001,0.6000000000000001,0.6000000000000001,1.0,0,1.0,1.0,1.0,0.121187584345479,0.1363636363636363
0,0.4,0.4,0.8,0.4,0,0.4,0.4,0.4,0.0556005398110661,0.0
1,0.8,0.8,0.8,0.2,0,0.2,0.2,0.2,0.1967611336032388,0.6136363636363636
1,0.2,0.2,0.2,0.8,0,0.8,0.8,0.8,0.2218623481781376,1.0
0,0.6000000000000001,0.8,0.8,1.0,1,1.0,1.0,1.0,0.1120107962213225,0.0
1,0.4,0.6000000000000001,0.4,0.6000000000000001,0,1.0,0.4,0.8,0.1881241565452091,0.0681818181818181
0,0.0,0.0,0.0,0.4,1,0.4,0.4,0.4,0.224021592442645,0.0
1,0.6000000000000001,1.0,0.4,0.8,0,0.6000000000000001,0.6000000000000001,0.8,0.1856950067476383,0.0
0,0.4,0.4,0.4,1.0,1,1.0,1.0,1.0,0.2313090418353576,0.6818181818181819
1,0.4,0.4,0.4,0.6000000000000001,0,0.6000000000000001,0.6000000000000001,1.0,0.4396761133603238,0.0454545454545454
0,1.0,1.0,0.2,0.2,0,1.0,1.0,1.0,0.147638326585695,1.0
0,1.0,1.0,0.8,1.0,0,1.0,1.0,0.8,0.1551956815114709,0.3409090909090909
1,0.6000000000000001,0.8,0.8,0.8,0,0.8,0.6000000000000001,0.8,0.2194331983805668,0.0227272727272727
0,1.0,0.2,0.6000000000000001,1.0,0,0.4,0.8,0.2,0.091497975708502,0.0
1,0.2,0.6000000000000001,0.2,0.2,0,0.8,0.6000000000000001,0.8,0.4089068825910931,0.5909090909090909
1,0.4,0.6000000000000001,0.6000000000000001,0.8,0,1.0,0.8,0.6000000000000001,0.2677462887989204,0.0
1,0.8,0.8,0.8,0.2,0,0.2,0.2,0.2,0.3492577597840756,0.2045454545454545
1,0.2,0.6000000000000001,0.2,1.0,0,0.6000000000000001,0.4,0.2,0.6815114709851551,0.0
0,0.6000000000000001,0.6000000000000001,0.8,0.6000000000000001,0,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.2002699055330634,0.5909090909090909
1,0.8,0.6000000000000001,0.6000000000000001,0.2,0,0.2,0.2,0.2,0.1309041835357624,0.0
1,0.2,0.2,0.2,0.4,0,0.4,0.4,0.4,0.1122807017543859,0.4318181818181818
1,0.4,0.4,0.4,0.4,0,0.4,0.4,0.4,0.1163292847503373,0.0
0,0.2,0.2,1.0,0.2,0,0.2,0.2,0.2,0.0890688259109311,0.0
1,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.4,0,0.4,0.4,0.4,0.0253711201079622,0.0909090909090909
1,0.8,1.0,1.0,0.4,0,0.4,0.4,0.4,0.0647773279352226,0.0
1,0.4,0.0,0.0,0.4,0,0.4,0.4,1.0,0.0383265856950067,0.0
1,0.2,1.0,0.4,0.6000000000000001,0,0.6000000000000001,0.6000000000000001,1.0,0.1856950067476383,0.3863636363636363
0,0.4,0.4,0.4,0.4,0,0.4,0.4,0.4,0.2553306342780027,0.3863636363636363
1,0.4,0.4,0.4,0.4,0,0.4,0.4,0.4,0.3638326585695007,0.0
0,0.4,0.2,0.4,0.4,0,0.4,0.4,0.2,0.1619433198380566,0.1818181818181818
1,0.4,0.4,0.4,0.8,0,0.8,0.8,0.8,0.1713900134952766,0.0
1,0.4,0.8,0.4,0.2,0,0.6000000000000001,0.6000000000000001,1.0,0.1473684210526315,0.0454545454545454
1,0.8,0.6000000000000001,0.8,0.2,0,0.8,0.2,0.6000000000000001,0.3133603238866397,0.0
1,0.4,0.2,0.2,0.6000000000000001,0,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.463697705802969,1.0
1,0.2,0.2,0.2,0.4,0,0.4,0.4,0.2,0.0493927125506072,1.0
1,0.2,0.2,0.2,0.2,0,0.2,0.2,0.2,0.2669365721997301,0.0
1,0.4,0.4,0.4,0.6000000000000001,0,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.2958164642375169,0.0
1,0.4,0.4,0.4,1.0,0,1.0,1.0,0.2,0.1387314439946018,0.0
1,0.4,0.4,0.4,0.2,0,0.2,0.2,0.2,0.6572199730094467,0.0
1,0.4,0.6000000000000001,0.4,0.8,0,0.4,0.4,0.4,0.7244264507422401,0.0
1,0.4,0.6000000000000001,0.4,1.0,0,0.4,0.4,0.8,0.4256410256410256,0.0
0,0.2,0.2,0.2,0.6000000000000001,1,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.3862348178137652,0.0
1,0.4,0.8,0.6000000000000001,0.6000000000000001,0,0.4,0.6000000000000001,0.8,0.147638326585695,1.0
1,0.4,0.8,1.0,0.6000000000000001,0,0.4,0.2,1.0,0.0982456140350877,0.0
0,1.0,1.0,1.0,0.8,1,0.8,0.8,0.8,0.1039136302294196,0.0909090909090909
0,0.6000000000000001,0.6000000000000001,0.8,0.6000000000000001,0,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.2553306342780027,0.0
1,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.2,0,0.2,0.2,0.2,0.1856950067476383,0.3181818181818182
0,0.4,0.4,0.4,1.0,1,1.0,1.0,1.0,0.2412955465587044,0.0681818181818181
1,0.4,0.4,0.4,0.2,0,0.2,0.2,0.2,0.100944669365722,0.0
0,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.8,1,0.8,0.8,0.8,0.27638326585695,0.0
0,0.8,0.8,0.6000000000000001,0.8,0,0.8,0.8,0.8,0.0739541160593792,0.0
0,0.4,0.4,0.4,0.8,1,0.8,0.8,0.6000000000000001,0.2086369770580296,0.0
1,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.2,0,0.2,0.2,0.2,0.1856950067476383,0.0
0,0.8,0.8,0.8,0.8,0,0.8,0.8,0.8,0.140080971659919,0.0
1,0.8,1.0,0.8,1.0,0,0.8,1.0,0.8,0.1406207827260458,0.0
0,0.8,0.8,0.6000000000000001,0.8,0,0.8,0.8,0.8,0.2126855600539811,0.1363636363636363
0,0.8,1.0,0.6000000000000001,1.0,0,0.4,0.2,0.2,0.0261808367071524,0.3636363636363636
1,0.4,0.6000000000000001,0.4,0.4,0,0.4,0.6000000000000001,1.0,0.08582995951417,0.0
1,0.6000000000000001,0.6000000000000001,0.6000000000000001,1.0,0,1.0,1.0,0.2,0.0156545209176788,0.0
1,0.8,0.8,0.8,1.0,0,1.0,1.0,1.0,0.0340080971659919,1.0
0,1.0,0.6000000000000001,0.8,1.0,0,0.6000000000000001,0.2,0.6000000000000001,0.1854251012145749,0.0
1,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.2,0,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.7595141700404857,0.0227272727272727
0,0.6000000000000001,0.6000000000000001,0.6000000000000001,1.0,1,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.1012145748987854,1.0
1,0.4,0.4,0.4,0.8,0,0.8,0.8,0.8,0.1481781376518218,0.2954545454545454
0,0.2,0.6000000000000001,0.8,0.2,0,0.6000000000000001,0.4,0.8,0.1900134952766531,0.0909090909090909
1,0.2,0.8,0.2,0.2,0,0.8,0.8,0.8,0.2809716599190283,0.1590909090909091
0,0.8,0.8,0.4,0.8,0,0.8,0.8,0.8,0.1894736842105263,0.5
1,0.6000000000000001,0.8,0.6000000000000001,0.4,0,0.6000000000000001,0.8,0.8,0.689608636977058,1.0
1,0.8,0.8,0.8,0.8,0,0.8,0.8,0.8,0.1765182186234817,0.0
0,0.8,0.8,1.0,0.8,0,0.8,0.8,0.8,0.3176788124156545,0.0
1,0.6000000000000001,0.6000000000000001,0.6000000000000001,1.0,0,1.0,1.0,0.4,0.6237516869095816,0.0
1,0.6000000000000001,1.0,0.6000000000000001,0.2,0,0.8,1.0,1.0,0.3778677462887989,1.0
0,0.6000000000000001,0.4,0.4,0.4,1,0.4,0.4,0.4,0.0604588394062078,1.0
0,0.8,0.8,1.0,0.8,0,0.8,0.8,0.8,0.2904183535762483,0.0
0,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.2,1,0.2,0.2,0.2,0.042914979757085,0.0
1,0.2,0.0,0.0,0.2,0,0.2,0.2,0.2,0.0620782726045883,0.0
1,0.4,0.4,0.4,1.0,0,1.0,1.0,0.4,0.0237516869095816,0.0
1,0.4,0.4,0.4,0.2,0,0.2,0.2,0.2,0.0960863697705803,0.2727272727272727
1,0.4,0.4,0.4,0.4,0,0.4,0.4,0.4,0.0788124156545209,0.1590909090909091
1,0.4,0.4,0.4,1.0,0,1.0,1.0,1.0,0.0677462887989203,0.3636363636363636
0,0.6000000000000001,0.6000000000000001,0.6000000000000001,1.0,1,1.0,1.0,1.0,0.0852901484480431,0.0
1,0.4,0.4,0.4,0.8,0,0.8,0.8,0.8,0.2475033738191633,0.0
1,0.8,0.8,0.8,0.6000000000000001,0,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.1406207827260458,0.25
0,0.2,0.2,1.0,0.2,0,0.2,0.2,0.8,0.312280701754386,0.2954545454545454
0,0.8,0.8,0.8,1.0,0,1.0,1.0,1.0,0.2628879892037787,0.0227272727272727
0,0.4,0.4,0.8,0.4,0,0.8,0.2,0.8,0.233468286099865,0.1818181818181818
1,0.8,0.8,0.8,0.6000000000000001,0,0.6000000000000001,0.6000000000000001,0.2,0.1074224021592442,0.0
0,0.2,0.2,0.2,1.0,1,1.0,1.0,1.0,0.2188933873144399,0.6363636363636364
0,0.0,0.2,0.2,1.0,1,1.0,1.0,1.0,0.1473684210526315,0.0
1,0.2,0.6000000000000001,0.2,0.8,0,0.6000000000000001,0.8,0.6000000000000001,0.0645074224021592,0.0
0,1.0,1.0,0.6000000000000001,1.0,0,1.0,1.0,1.0,0.2766531713900135,0.2045454545454545
1,0.4,0.6000000000000001,0.4,0.2,0,0.8,0.2,0.8,0.0113360323886639,0.7272727272727273
1,1.0,0.8,0.8,0.8,0,0.8,0.8,0.8,0.2442645074224021,0.5
0,0.2,0.0,0.0,1.0,0,1.0,1.0,1.0,0.0690958164642375,0.1818181818181818
1,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.0604588394062078,0.0
0,0.0,0.0,0.0,1.0,1,1.0,1.0,1.0,0.0771929824561403,0.1136363636363636
0,0.8,0.8,0.6000000000000001,0.8,0,0.8,0.8,0.8,0.1082321187584345,0.1136363636363636
1,0.0,0.0,0.0,1.0,0,1.0,1.0,1.0,0.2780026990553306,0.0
1,0.4,0.4,0.4,0.8,0,0.8,0.8,0.8,0.2080971659919028,0.1136363636363636
0,0.8,0.8,0.4,0.8,0,0.8,0.8,0.8,0.0796221322537112,0.0
1,0.2,0.0,0.0,1.0,0,1.0,1.0,1.0,0.3794871794871794,0.0
1,0.2,0.2,0.2,0.2,0,0.2,0.2,0.2,0.5022941970310391,0.0
1,0.4,0.4,0.4,0.2,0,0.2,0.2,0.2,0.2464237516869095,0.3409090909090909
1,0.4,0.4,0.4,0.8,0,0.8,0.8,0.8,0.0434547908232118,0.0
1,0.2,0.2,0.2,1.0,0,1.0,1.0,1.0,0.1241565452091767,1.0
1,0.4,0.4,0.4,0.4,0,0.4,0.4,0.4,0.2939271255060728,0.0681818181818181
1,0.2,0.2,0.2,0.8,0,0.8,0.8,0.8,0.3802968960863698,0.1590909090909091
1,0.4,0.4,0.4,0.4,0,0.4,0.4,0.4,0.1133603238866396,0.0
1,0.2,0.4,0.2,0.6000000000000001,0,1.0,0.6000000000000001,0.4,0.2070175438596491,0.0909090909090909
1,0.4,0.4,0.4,0.2,0,0.2,0.2,0.2,0.2874493927125506,0.0
1,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.8,0,0.8,0.8,0.8,0.100944669365722,0.0
0,0.6000000000000001,0.4,0.6000000000000001,0.2,1,0.6000000000000001,0.4,0.4,0.3311740890688259,1.0
1,0.4,0.4,0.4,0.2,0,0.2,0.2,0.2,0.140080971659919,1.0
0,0.4,0.6000000000000001,0.4,0.4,0,0.8,0.8,0.6000000000000001,0.3692307692307692,0.0
0,0.0,0.6000000000000001,0.0,0.8,0,0.8,0.8,0.8,0.1743589743589743,0.0
1,0.4,0.6000000000000001,0.6000000000000001,0.2,0,0.2,0.2,0.2,0.427800269905533,1.0
0,0.4,0.4,0.4,0.6000000000000001,1,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.2672064777327935,0.0
1,0.6000000000000001,0.4,0.6000000000000001,0.8,0,1.0,1.0,1.0,0.0553306342780027,1.0
1,0.4,0.4,0.4,0.6000000000000001,0,0.6000000000000001,0.6000000000000001,0.8,0.027800269905533,0.0
0,0.6000000000000001,0.6000000000000001,0.6000000000000001,1.0,1,1.0,1.0,1.0,0.0917678812415654,0.1363636363636363
1,0.4,0.4,0.4,0.2,0,0.2,0.2,0.2,0.2172739541160593,1.0
0,0.6000000000000001,0.8,0.8,0.8,1,0.8,0.8,0.8,0.2234817813765182,0.5454545454545454
1,0.4,0.8,0.4,0.4,0,0.6000000000000001,0.6000000000000001,1.0,0.27638326585695,0.3863636363636363
0,0.2,0.2,0.2,1.0,1,1.0,1.0,1.0,0.0993252361673414,0.0
0,0.6000000000000001,0.6000000000000001,0.8,0.6000000000000001,0,0.6000000000000001,0.6000000000000001,0.4,0.1622132253711201,1.0
1,0.4,0.6000000000000001,0.4,0.8,0,0.8,1.0,1.0,0.3392712550607287,0.5454545454545454
0,0.6000000000000001,0.6000000000000001,0.4,0.4,0,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.1657219973009446,1.0
0,0.6000000000000001,0.6000000000000001,0.4,0.6000000000000001,0,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.130634278002699,1.0
1,1.0,0.2,1.0,0.8,1,0.8,0.8,0.8,0.2313090418353576,0.0
0,0.4,0.4,0.4,0.4,1,0.4,0.4,0.4,0.3770580296896086,0.1590909090909091
1,0.4,0.8,0.8,0.4,0,0.8,0.6000000000000001,0.8,0.0715249662618083,0.0
1,0.6000000000000001,0.6000000000000001,0.6000000000000001,1.0,0,1.0,1.0,0.8,0.097165991902834,0.0909090909090909
1,0.4,0.4,0.4,0.2,0,0.2,0.2,0.2,0.5171390013495276,0.0
0,0.4,0.4,0.4,0.4,0,0.4,0.4,0.8,0.2010796221322537,0.1363636363636363
1,0.8,0.8,0.0,1.0,0,1.0,0.6000000000000001,0.8,0.0582995951417004,0.0
0,0.4,0.4,0.8,0.4,0,0.4,0.4,0.4,0.140080971659919,0.0
1,0.8,0.8,0.8,0.2,0,0.2,0.2,0.2,0.1120107962213225,0.0
0,0.8,1.0,1.0,0.8,0,0.8,0.8,1.0,0.6334682860998649,0.0
0,0.2,0.2,0.2,0.4,1,0.4,0.4,0.6000000000000001,0.0593792172739541,0.0
1,0.8,0.8,0.8,0.2,0,0.8,0.8,0.8,0.1600539811066126,1.0
0,0.6000000000000001,0.6000000000000001,1.0,0.4,0,0.4,0.4,0.4,0.1794871794871794,0.0227272727272727
1,0.6000000000000001,1.0,0.6000000000000001,0.4,0,1.0,0.6000000000000001,1.0,0.1929824561403508,1.0
1,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.2,0,0.2,0.2,0.2,0.1284750337381916,0.1136363636363636
1,0.2,0.2,0.2,0.4,0,0.4,0.4,0.4,0.0526315789473684,0.0
1,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.2,0,0.2,0.2,0.2,0.0993252361673414,0.0
1,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.1012145748987854,0.0
1,0.8,0.8,0.8,0.4,0,0.4,0.4,0.4,0.1527665317139001,0.1363636363636363
1,0.2,0.2,0.2,0.8,0,0.8,0.8,0.8,0.4329284750337382,0.0909090909090909
1,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.4,0,0.4,0.4,0.4,0.2234817813765182,1.0
1,0.2,0.6000000000000001,0.2,1.0,0,0.6000000000000001,1.0,0.8,0.3252361673414305,0.2045454545454545
0,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.2,1,0.2,0.2,0.2,0.0434547908232118,0.0
0,0.8,0.2,0.8,0.8,0,0.8,0.6000000000000001,0.6000000000000001,0.1668016194331983,0.3863636363636363
1,0.6000000000000001,1.0,0.6000000000000001,0.8,0,0.6000000000000001,0.6000000000000001,0.8,0.1222672064777327,0.0
1,0.2,0.2,0.2,0.6000000000000001,0,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6067476383265856,0.0
0,1.0,0.2,0.8,0.8,1,1.0,0.2,0.2,0.3813765182186235,0.0454545454545454
1,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.8,0,0.8,0.8,0.6000000000000001,0.6237516869095816,0.5
0,0.4,0.4,0.8,0.4,0,0.4,0.4,0.4,0.0356275303643724,0.0
0,0.8,0.8,0.4,0.8,0,0.8,0.8,0.6000000000000001,0.0825910931174088,0.3863636363636363
0,0.2,0.2,0.2,0.6000000000000001,1,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.1824561403508771,0.2045454545454545
1,0.4,0.4,0.4,0.2,0,0.2,0.2,0.2,0.2313090418353576,0.0
1,0.6000000000000001,0.8,0.6000000000000001,0.8,0,1.0,1.0,1.0,0.0728744939271255,0.0
0,0.4,0.4,0.2,0.4,0,0.4,0.4,0.4,0.0267206477732793,0.5909090909090909
1,1.0,0.6000000000000001,1.0,0.6000000000000001,0,0.4,0.4,0.8,0.6407557354925776,0.0
0,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,1,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6893387314439945,0.0
1,0.8,1.0,0.8,0.2,0,0.2,1.0,0.4,0.1713900134952766,0.0
0,0.6000000000000001,0.4,0.4,0.6000000000000001,1,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.2110661268556005,1.0
0,1.0,1.0,0.4,1.0,0,1.0,1.0,1.0,0.2029689608636977,0.0
1,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.8,0,0.8,0.8,0.8,0.0294197031039136,0.7045454545454546
0,0.6000000000000001,0.2,0.2,0.6000000000000001,0,0.2,0.2,1.0,0.0388663967611336,0.0
0,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,1,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.4974358974358974,0.1136363636363636
0,0.6000000000000001,0.6000000000000001,0.6000000000000001,1.0,1,1.0,1.0,1.0,0.0796221322537112,0.0
1,0.2,1.0,0.0,0.8,0,0.8,0.6000000000000001,1.0,0.3041835357624831,0.0
1,0.8,0.8,0.8,0.8,0,0.8,0.8,0.8,0.4512820512820513,1.0
1,0.8,0.6000000000000001,0.6000000000000001,0.2,0,0.2,0.2,0.2,0.2299595141700404,0.4318181818181818
1,0.4,0.4,0.4,1.0,0,1.0,1.0,1.0,0.0742240215924426,1.0
1,0.4,0.4,0.4,1.0,0,1.0,1.0,1.0,0.2593792172739541,0.2272727272727273
0,0.4,0.4,0.4,0.6000000000000001,1,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.3341430499325236,0.0
0,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,1,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.2520917678812416,0.25
1,0.4,0.4,0.4,0.4,1,0.4,0.4,1.0,0.0434547908232118,0.0909090909090909
1,0.8,0.8,0.8,0.2,0,0.2,0.2,0.2,0.458029689608637,0.5454545454545454
1,0.4,0.4,0.4,0.2,0,0.2,0.2,0.2,0.1376518218623481,0.0
1,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.2,0,0.2,0.2,0.2,0.0793522267206477,0.1136363636363636
0,0.8,0.8,0.8,1.0,1,1.0,1.0,1.0,0.1241565452091767,0.25
0,1.0,0.4,0.8,1.0,0,0.2,0.4,0.6000000000000001,0.2642375168690958,0.0
1,0.6000000000000001,0.6000000000000001,0.6000000000000001,1.0,0,1.0,1.0,1.0,0.463697705802969,0.0681818181818181
0,0.0,0.0,0.0,0.6000000000000001,0,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.0796221322537112,0.0
0,0.2,0.2,0.2,0.4,1,0.4,0.4,0.4,0.2110661268556005,0.0
0,1.0,1.0,0.2,1.0,0,1.0,1.0,1.0,0.0923076923076923,0.0
1,0.8,0.8,0.8,0.6000000000000001,0,0.8,0.4,1.0,0.287719298245614,0.0
1,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.1190283400809716,0.4090909090909091
1,0.6000000000000001,0.4,0.8,0.6000000000000001,0,0.2,1.0,1.0,0.1927125506072874,0.0
0,0.4,0.8,0.2,0.6000000000000001,1,0.4,0.8,0.8,0.3678812415654521,0.0681818181818181
1,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.1554655870445344,1.0
1,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.4,0,0.4,0.4,0.4,0.3408906882591093,0.0909090909090909
