travel_type,inflight_wifi_serv,online_boarding,customer_type,inflight_ent,food_and_drink,cleanliness,seat_comfort,online_booking_conv,flight_distance,arr_delay_in_mins,satisfaction
1,0.6000000000000001,0.6000000000000001,0,0.4,0.4,0.4,1.0,0.6000000000000001,0.1662618083670715,0.0,0
0,0.8,0.8,0,0.8,0.8,0.8,0.8,0.6000000000000001,0.1681511470985155,0.0,1
1,0.2,0.6000000000000001,0,1.0,1.0,1.0,0.8,0.6000000000000001,0.0828609986504723,0.0,0
0,0.4,0.4,0,0.4,0.4,0.4,0.4,0.8,0.0941970310391362,0.0,1
0,0.4,0.4,0,0.4,0.4,0.4,0.4,1.0,0.046693657219973,1.0,0
1,0.4,0.4,0,0.4,0.4,0.4,0.4,0.4,0.2080971659919028,0.0,0
0,0.4,0.8,0,0.4,1.0,0.6000000000000001,0.8,1.0,0.1740890688259109,0.0,0
1,0.6000000000000001,0.8,0,0.8,0.6000000000000001,0.8,0.8,0.6000000000000001,0.6815114709851551,1.0,0
0,0.8,0.8,0,0.8,0.8,0.8,0.8,0.8,0.2099865047233468,1.0,1
1,0.4,0.4,0,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.4,0.0809716599190283,0.0,0
1,0.4,1.0,0,1.0,1.0,1.0,1.0,0.4,0.0491228070175438,0.1363636363636363,0
0,0.8,0.2,0,0.6000000000000001,0.8,0.8,0.8,1.0,0.3651821862348178,1.0,0
0,0.8,0.8,0,0.8,0.8,0.8,0.8,1.0,0.0097165991902834,0.0909090909090909,1
1,0.6000000000000001,0.8,0,0.4,0.4,0.4,0.4,0.8,0.3176788124156545,0.0,0
0,0.8,0.8,0,0.8,1.0,0.2,0.2,1.0,0.1068825910931174,0.5227272727272727,1
1,0.8,0.8,0,1.0,1.0,1.0,1.0,0.8,0.2256410256410256,0.2954545454545454,0
1,0.4,0.4,0,0.2,0.2,0.2,1.0,0.4,0.1219973009446693,0.5681818181818182,0
0,1.0,0.8,0,1.0,1.0,1.0,1.0,0.2,0.097165991902834,0.0,1
0,0.2,0.4,0,0.2,0.2,0.2,0.2,0.8,0.4229419703103914,0.0,0
1,0.4,0.4,0,0.8,0.8,0.8,0.8,0.4,0.2010796221322537,0.2272727272727273,0
1,0.8,0.6000000000000001,0,0.8,0.8,0.8,0.8,0.6000000000000001,0.2167341430499325,1.0,0
1,0.2,0.2,0,0.4,0.4,0.4,1.0,0.2,0.280161943319838,0.7045454545454546,0
0,0.4,0.4,0,0.4,0.4,0.4,0.4,0.8,0.0634278002699055,1.0,0
1,0.8,0.8,0,1.0,1.0,1.0,1.0,0.8,0.0188933873144399,0.0,0
0,0.4,0.2,0,0.4,0.8,0.2,0.2,0.2,0.0518218623481781,0.4545454545454546,0
0,0.4,0.4,1,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.4,0.225910931174089,0.0,0
0,0.6000000000000001,0.6000000000000001,0,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.2,0.0213225371120107,0.0,0
0,0.8,0.8,0,0.8,0.8,0.8,0.8,0.4,0.1765182186234817,0.0,1
1,0.8,0.8,0,0.8,0.8,0.8,0.8,0.8,0.031578947368421,0.6136363636363636,0
1,0.2,0.2,0,1.0,1.0,1.0,1.0,0.2,0.0097165991902834,0.3636363636363636,0
1,0.6000000000000001,0.0,0,0.8,0.8,0.8,0.8,0.0,0.0518218623481781,0.0,0
0,0.4,0.4,0,0.4,0.4,0.4,1.0,0.6000000000000001,0.0850202429149797,0.0,1
0,0.8,0.8,0,0.8,0.8,0.8,0.2,1.0,0.0534412955465587,1.0,1
0,0.4,0.4,0,0.4,0.4,0.4,0.4,0.8,0.3165991902834008,1.0,0
0,1.0,1.0,0,1.0,1.0,1.0,1.0,0.2,0.3128205128205128,1.0,1
1,0.4,0.4,0,1.0,1.0,1.0,1.0,0.4,0.2059379217273954,0.1590909090909091,0
0,0.2,0.2,0,0.2,0.2,0.2,0.2,0.2,0.1128205128205128,0.0,0
0,0.8,0.6000000000000001,0,0.8,0.8,0.4,0.6000000000000001,0.4,0.2242914979757085,0.0681818181818181,0
1,0.6000000000000001,0.8,0,0.8,1.0,0.8,1.0,0.6000000000000001,0.0812415654520917,0.0,0
0,0.2,0.2,0,0.2,0.6000000000000001,0.2,0.6000000000000001,1.0,0.5171390013495276,0.0,0
0,0.4,0.4,0,0.4,0.4,0.4,0.4,0.2,0.2275303643724696,0.2045454545454545,0
0,1.0,0.6000000000000001,0,1.0,0.6000000000000001,0.4,0.8,1.0,0.0609986504723346,0.0,1
1,0.6000000000000001,0.6000000000000001,0,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.0623481781376518,0.3636363636363636,0
1,0.2,0.2,0,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.2,0.0329284750337381,0.0,0
0,0.6000000000000001,0.6000000000000001,0,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.1508771929824561,0.0,0
0,0.6000000000000001,0.6000000000000001,1,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.097165991902834,0.0,0
0,0.8,0.8,0,0.8,0.8,0.8,0.8,0.4,0.19055330634278,0.0,1
0,0.4,1.0,0,0.2,0.4,1.0,0.8,0.6000000000000001,0.1125506072874494,0.0,1
0,0.8,0.8,1,0.8,0.8,0.8,0.8,0.8,0.0769230769230769,0.0,0
1,0.4,0.4,0,0.8,0.8,0.8,0.8,0.4,0.2126855600539811,0.1590909090909091,0
1,0.6000000000000001,0.6000000000000001,0,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.0696356275303643,0.0,0
1,0.8,0.8,0,0.6000000000000001,0.4,0.6000000000000001,1.0,1.0,0.1068825910931174,0.0,0
1,0.4,0.6000000000000001,0,0.2,0.4,0.6000000000000001,0.8,0.2,0.1031039136302294,0.4545454545454546,0
0,0.6000000000000001,0.8,0,0.6000000000000001,0.6000000000000001,0.4,0.6000000000000001,1.0,0.2798920377867746,1.0,0
1,0.2,0.4,0,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.4,0.0912280701754386,0.0,0
1,0.6000000000000001,0.8,0,0.8,1.0,1.0,1.0,0.4,0.4288798920377867,0.0227272727272727,0
1,0.6000000000000001,1.0,0,0.2,0.4,0.6000000000000001,1.0,0.6000000000000001,0.1978407557354925,0.5,0
1,0.6000000000000001,0.6000000000000001,0,0.8,0.8,0.8,0.2,0.6000000000000001,0.0207827260458839,1.0,0
0,0.6000000000000001,0.6000000000000001,0,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.2,0.1001349527665317,0.1363636363636363,0
0,0.8,0.8,0,0.8,0.8,0.8,0.8,0.8,0.4561403508771929,0.0,1
0,0.4,0.4,1,1.0,1.0,1.0,0.4,0.4,0.5171390013495276,0.2954545454545454,0
0,0.4,0.4,0,0.4,0.4,0.4,0.4,0.8,0.0434547908232118,1.0,0
1,0.4,1.0,0,0.6000000000000001,0.8,0.8,0.8,0.4,0.0493927125506072,0.0,0
1,0.6000000000000001,0.6000000000000001,0,0.2,1.0,0.6000000000000001,1.0,0.6000000000000001,0.4213225371120108,1.0,0
0,0.2,0.2,1,0.8,0.8,0.8,0.8,0.2,0.0612685560053981,0.0,0
0,1.0,1.0,0,1.0,1.0,1.0,1.0,0.4,0.0553306342780027,0.0,1
1,0.6000000000000001,0.6000000000000001,0,0.8,0.8,0.8,0.8,0.6000000000000001,0.0731443994601889,0.0,0
1,0.4,0.2,0,0.8,0.8,0.8,0.8,0.2,0.097165991902834,0.0,0
1,0.4,0.4,0,0.8,0.8,0.8,0.8,0.4,0.1357624831309041,0.4090909090909091,0
0,0.6000000000000001,0.6000000000000001,0,0.6000000000000001,0.4,0.4,0.6000000000000001,0.2,0.1881241565452091,0.3863636363636363,0
1,0.8,0.4,0,0.4,0.6000000000000001,1.0,0.8,1.0,0.4423751686909581,0.0,0
1,0.6000000000000001,0.6000000000000001,0,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.2585695006747638,0.2727272727272727,0
0,0.6000000000000001,0.8,0,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.8,0.2,0.1973009446693657,0.0,1
1,0.4,0.4,0,0.8,0.8,0.8,0.8,0.4,0.2464237516869095,0.0,0
1,0.4,0.4,0,1.0,1.0,1.0,1.0,0.4,0.4423751686909581,0.0,0
0,0.8,0.8,0,0.8,0.2,0.4,0.8,0.6000000000000001,0.0280701754385964,0.0,0
0,0.4,0.2,0,0.4,0.4,1.0,0.8,0.4,0.0172739541160593,0.0,1
0,0.8,0.8,0,0.8,0.8,0.8,0.8,0.8,0.130634278002699,1.0,1
1,0.2,0.2,0,1.0,1.0,1.0,1.0,0.2,0.0445344129554655,0.3636363636363636,0
0,0.4,0.4,1,0.4,0.4,0.4,0.4,0.4,0.1978407557354925,0.0,0
1,0.4,0.4,0,0.8,0.8,0.8,0.6000000000000001,0.4,0.0210526315789473,0.3863636363636363,0
0,0.8,0.2,0,0.8,0.4,0.8,0.2,1.0,0.1748987854251012,0.0,1
1,0.2,0.8,0,0.4,0.4,0.4,0.4,0.8,0.0912280701754386,0.0,0
1,0.6000000000000001,0.8,0,0.4,1.0,1.0,0.8,0.6000000000000001,0.1775978407557354,0.0,0
1,1.0,1.0,0,0.8,0.8,0.8,0.8,1.0,0.1646423751686909,0.0,1
0,0.2,0.2,1,0.2,0.2,0.2,0.2,0.2,0.0828609986504723,0.1818181818181818,0
0,0.8,0.8,0,0.8,0.8,0.8,0.8,0.8,0.0213225371120107,0.0,1
1,0.6000000000000001,0.6000000000000001,0,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.3147098515519568,0.7045454545454546,0
0,1.0,0.8,0,1.0,1.0,0.6000000000000001,1.0,0.2,0.0348178137651821,0.0,1
0,0.8,0.8,0,0.8,0.8,0.8,0.8,0.2,0.0175438596491228,0.0227272727272727,0
0,0.6000000000000001,0.6000000000000001,0,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.4,0.6963562753036436,0.0,0
0,0.2,0.2,0,0.2,0.2,0.2,0.2,0.8,0.0890688259109311,0.0,0
1,0.8,0.8,0,1.0,1.0,1.0,1.0,0.8,0.1020242914979757,0.0,1
0,0.2,0.2,0,0.2,0.2,0.2,0.2,1.0,0.0639676113360323,0.0,0
0,0.6000000000000001,0.6000000000000001,0,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.8,0.1673414304993252,0.0,0
1,0.4,0.8,0,0.8,0.8,1.0,0.8,0.2,0.5128205128205128,0.0,0
1,0.8,0.8,0,0.4,0.4,0.4,0.2,0.8,0.2377867746288798,0.0,0
0,0.4,0.4,0,0.4,0.4,0.4,0.4,0.4,0.1746288798920377,0.4545454545454546,0
1,0.8,0.8,0,0.8,0.4,0.8,1.0,0.8,0.1125506072874494,0.2954545454545454,0
0,0.8,0.8,0,0.8,0.8,0.8,1.0,1.0,0.1098515519568151,0.0454545454545454,1
0,0.4,0.4,0,0.4,0.4,0.4,0.8,0.4,0.093387314439946,0.0,0
0,0.8,0.8,0,0.8,0.2,0.6000000000000001,0.4,1.0,0.3740890688259109,0.0,1
0,0.8,0.8,0,0.8,0.8,0.8,0.8,0.4,0.0950067476383265,0.0,1
1,0.4,0.4,0,0.8,0.8,0.8,0.8,0.4,0.0337381916329284,0.0,0
1,0.6000000000000001,0.6000000000000001,0,1.0,1.0,1.0,1.0,0.6000000000000001,0.2639676113360324,0.2045454545454545,0
0,0.8,0.8,0,0.8,0.8,0.8,0.8,1.0,0.196221322537112,0.0,1
1,0.6000000000000001,0.6000000000000001,0,0.4,0.4,0.4,0.2,0.6000000000000001,0.2008097165991902,0.0,0
0,0.4,0.4,0,0.2,0.2,0.2,0.2,0.2,0.0518218623481781,0.0,0
0,0.4,0.4,0,0.4,1.0,0.4,1.0,0.6000000000000001,0.0874493927125506,0.2045454545454545,1
1,0.4,0.4,0,0.8,0.8,0.8,0.8,0.4,0.1519568151147098,0.0,0
1,0.2,0.2,0,1.0,1.0,1.0,1.0,0.2,0.1748987854251012,0.0,0
1,0.6000000000000001,1.0,0,0.6000000000000001,0.8,1.0,0.8,0.6000000000000001,0.2442645074224021,0.0,0
1,0.6000000000000001,0.4,0,0.8,0.8,0.8,0.8,0.4,0.6418353576248312,0.0,0
0,0.6000000000000001,0.6000000000000001,0,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.4,0.5508771929824561,0.0,0
0,0.8,0.8,0,0.8,0.8,0.8,0.6000000000000001,0.2,0.4893387314439946,0.0,0
0,0.0,0.0,0,1.0,1.0,1.0,1.0,0.0,0.2445344129554655,0.4545454545454546,1
1,0.2,0.2,0,0.2,0.2,0.2,0.2,0.2,0.097165991902834,0.0,0
1,0.6000000000000001,0.6000000000000001,0,0.8,0.8,0.8,0.8,0.6000000000000001,0.2982456140350877,0.3863636363636363,0
1,0.6000000000000001,0.6000000000000001,0,0.8,0.8,0.8,0.8,0.6000000000000001,0.0210526315789473,0.0,0
1,0.4,0.4,0,0.2,0.2,0.2,0.2,0.4,0.3900134952766532,0.0,0
1,0.4,0.6000000000000001,0,0.4,0.4,0.4,0.4,0.6000000000000001,0.1214574898785424,1.0,0
1,0.2,1.0,0,0.2,0.8,0.6000000000000001,0.8,0.2,0.0923076923076923,0.2272727272727273,0
0,0.6000000000000001,0.6000000000000001,0,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.2,0.8,0.4059379217273954,1.0,0
1,0.6000000000000001,0.6000000000000001,0,0.8,0.8,0.8,0.2,0.6000000000000001,0.1489878542510121,0.6136363636363636,0
0,0.2,0.2,1,0.8,0.8,0.8,0.8,0.2,0.5257759784075573,0.0,0
1,0.4,0.4,0,1.0,1.0,1.0,1.0,0.4,0.0620782726045883,0.0,0
0,0.2,0.2,0,0.2,0.2,0.2,0.2,0.4,0.1970310391363022,0.0,0
1,0.4,0.4,0,1.0,1.0,1.0,1.0,0.4,0.1748987854251012,1.0,0
0,0.4,0.2,1,0.2,0.2,0.2,0.2,0.2,0.0998650472334682,0.0,0
1,0.2,0.2,0,0.4,0.6000000000000001,0.2,0.4,0.2,0.1484480431848852,0.2272727272727273,0
1,0.4,0.4,0,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.4,0.0518218623481781,0.0,0
1,0.4,0.4,0,0.4,0.4,0.4,0.4,0.4,0.0491228070175438,0.2045454545454545,0
1,0.4,0.4,0,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.4,0.3147098515519568,0.0,0
1,0.4,0.0,0,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.0,0.0520917678812415,0.0,0
0,0.4,0.4,1,0.4,0.4,0.4,1.0,0.4,0.165991902834008,0.0,0
1,0.4,0.4,0,0.4,0.4,0.4,0.2,0.4,0.0909581646423751,0.0,0
1,0.8,0.6000000000000001,0,0.2,0.6000000000000001,0.2,0.6000000000000001,0.8,0.0582995951417004,1.0,0
1,0.8,0.8,0,0.2,0.2,0.2,0.2,0.8,0.0585695006747638,0.5,0
1,0.8,0.8,0,1.0,1.0,1.0,1.0,0.8,0.1673414304993252,0.0,0
1,0.4,0.4,0,0.8,0.8,0.8,0.8,0.4,0.2520917678812416,0.0,0
0,0.8,0.8,0,0.8,0.8,0.8,0.8,0.6000000000000001,0.1039136302294196,1.0,0
0,0.4,0.4,0,0.4,0.4,0.4,0.4,0.4,0.0982456140350877,0.0454545454545454,0
1,0.6000000000000001,0.6000000000000001,0,0.2,0.6000000000000001,0.6000000000000001,1.0,0.6000000000000001,0.386774628879892,0.6818181818181819,0
0,1.0,1.0,0,1.0,1.0,1.0,1.0,1.0,0.1122807017543859,0.0,1
1,0.6000000000000001,0.6000000000000001,0,1.0,1.0,1.0,0.8,0.6000000000000001,0.0456140350877192,0.0,0
0,0.2,0.8,0,0.2,0.6000000000000001,0.4,0.8,0.4,0.070715249662618,0.0,0
0,1.0,0.6000000000000001,0,1.0,0.4,0.6000000000000001,0.6000000000000001,0.4,0.0645074224021592,1.0,1
1,0.8,0.8,0,0.4,0.4,0.8,0.8,0.0,0.0491228070175438,0.0,1
1,0.6000000000000001,0.6000000000000001,0,0.8,0.8,0.8,0.8,0.6000000000000001,0.2750337381916329,0.0,0
1,0.6000000000000001,0.6000000000000001,0,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.2744939271255061,0.6136363636363636,0
1,0.6000000000000001,0.6000000000000001,0,0.8,0.8,0.8,0.8,0.6000000000000001,0.0825910931174088,0.0,0
1,0.2,0.2,0,0.2,0.2,0.2,0.2,0.2,0.0148448043184885,0.0,0
0,0.6000000000000001,0.6000000000000001,1,0.2,0.2,0.2,0.2,0.6000000000000001,0.0188933873144399,0.0,0
0,0.6000000000000001,0.6000000000000001,0,0.4,1.0,0.4,0.8,0.8,0.4701754385964912,0.1363636363636363,0
0,0.4,1.0,0,0.4,0.8,0.2,0.6000000000000001,0.4,0.091497975708502,0.0,1
1,0.4,1.0,0,0.4,1.0,1.0,0.8,0.4,0.0709851551956815,0.0,0
1,0.4,0.4,0,0.4,0.4,0.4,0.4,0.4,0.1506072874493927,0.0,0
1,0.6000000000000001,0.8,0,0.8,0.6000000000000001,0.8,0.8,0.6000000000000001,0.123076923076923,0.0454545454545454,0
0,0.2,0.2,0,0.2,0.2,0.2,0.2,1.0,0.1622132253711201,1.0,0
0,0.8,0.8,0,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.4,0.280161943319838,1.0,1
1,0.4,0.4,0,0.8,0.8,0.8,0.8,0.4,0.0097165991902834,0.0,0
1,0.2,0.2,0,0.6000000000000001,0.6000000000000001,0.6000000000000001,1.0,0.2,0.0890688259109311,0.0,0
0,0.2,0.2,1,1.0,1.0,1.0,0.8,0.2,0.2105263157894736,0.0,0
1,0.6000000000000001,0.6000000000000001,0,0.2,0.2,0.2,0.2,0.6000000000000001,0.0777327935222672,0.0,0
1,0.4,0.2,0,0.2,0.2,0.2,0.2,0.2,0.1757085020242914,0.5454545454545454,0
0,0.4,0.4,0,0.4,0.4,0.4,0.4,0.4,0.1546558704453441,1.0,0
0,0.6000000000000001,0.6000000000000001,0,0.6000000000000001,0.6000000000000001,0.2,0.4,0.2,0.0564102564102564,0.0,0
0,0.0,0.0,0,1.0,1.0,1.0,1.0,0.0,0.2412955465587044,1.0,1
1,1.0,1.0,0,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.2,1.0,0.1533063427800269,0.0,1
1,0.4,0.4,0,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.4,0.1775978407557354,0.5,0
0,0.6000000000000001,0.6000000000000001,0,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.8,0.0890688259109311,0.1363636363636363,1
1,0.2,0.2,0,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.2,0.0693657219973009,0.0,0
0,0.4,0.2,1,0.4,0.4,0.4,0.4,0.2,0.2955465587044534,0.2954545454545454,0
1,0.4,0.8,0,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.8,0.1058029689608636,0.0,0
0,1.0,1.0,0,1.0,1.0,1.0,1.0,0.4,0.2369770580296896,0.0227272727272727,1
1,0.4,0.0,0,0.4,0.4,0.4,0.4,0.0,0.0434547908232118,0.0,0
1,0.8,0.8,0,1.0,0.8,1.0,1.0,0.8,0.0731443994601889,0.0,1
0,0.8,0.4,0,0.8,0.8,0.2,0.6000000000000001,0.4,0.1255060728744939,0.0,0
0,0.6000000000000001,0.6000000000000001,0,0.6000000000000001,0.8,0.4,0.6000000000000001,0.6000000000000001,0.0672064777327935,0.4772727272727273,0
1,0.6000000000000001,1.0,0,1.0,0.4,0.8,1.0,0.6000000000000001,0.1012145748987854,0.0,0
0,0.8,0.8,0,0.8,0.8,0.8,0.8,1.0,0.2480431848852901,0.2727272727272727,1
1,0.4,1.0,0,0.6000000000000001,0.4,1.0,1.0,0.4,0.0534412955465587,0.4318181818181818,0
0,0.8,0.8,0,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.1252361673414304,0.3636363636363636,1
0,0.8,0.2,0,0.8,1.0,1.0,0.4,0.8,0.1160593792172739,0.3181818181818182,1
0,1.0,1.0,0,1.0,1.0,1.0,1.0,1.0,0.1519568151147098,0.0,1
0,0.4,0.4,0,0.2,0.4,0.4,0.4,0.2,0.0863697705802968,1.0,0
1,0.6000000000000001,0.8,0,0.4,0.6000000000000001,1.0,0.8,0.6000000000000001,0.1929824561403508,0.0,0
0,0.8,0.8,0,0.8,0.8,0.8,0.8,0.2,0.1236167341430499,0.4772727272727273,1
1,0.6000000000000001,0.6000000000000001,0,0.2,0.2,0.2,0.2,0.6000000000000001,0.4593792172739541,0.0,0
0,1.0,0.2,1,0.4,0.6000000000000001,0.6000000000000001,0.6000000000000001,1.0,0.1006747638326585,1.0,1
1,0.4,0.4,0,0.8,0.8,0.8,0.6000000000000001,0.4,0.0963562753036437,0.4772727272727273,0
0,0.6000000000000001,0.6000000000000001,0,0.4,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.4,0.7789473684210526,0.0,0
1,0.4,0.4,0,0.4,0.4,0.4,0.4,0.4,0.0604588394062078,0.1363636363636363,0
1,0.4,0.4,0,0.4,0.4,0.4,0.4,0.4,0.0539811066126855,0.0,0
1,0.4,0.0,0,0.4,0.4,0.4,0.4,0.0,0.0593792172739541,0.3636363636363636,0
1,0.6000000000000001,0.6000000000000001,0,0.6000000000000001,0.4,0.8,0.8,0.6000000000000001,0.1063427800269905,0.0,0
1,1.0,0.8,0,0.2,0.4,0.8,0.8,0.8,0.0761133603238866,0.0,1
1,0.8,0.8,0,0.4,0.4,0.4,0.4,0.8,0.2588394062078272,0.0,0
1,0.6000000000000001,0.6000000000000001,0,0.8,0.8,0.8,0.8,0.6000000000000001,0.0761133603238866,0.2954545454545454,0
1,0.8,1.0,0,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,1.0,0.080161943319838,0.0,0
1,0.6000000000000001,0.6000000000000001,0,0.2,0.2,0.2,0.2,0.6000000000000001,0.0909581646423751,0.0,0
1,0.6000000000000001,0.6000000000000001,0,0.2,0.2,0.2,0.2,0.6000000000000001,0.0188933873144399,0.0909090909090909,0
0,0.4,0.4,1,0.4,0.4,0.4,0.4,0.4,0.0445344129554655,0.1363636363636363,0
0,0.4,0.6000000000000001,1,1.0,1.0,1.0,1.0,0.6000000000000001,0.0771929824561403,1.0,0
1,0.4,0.4,0,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.4,0.4893387314439946,0.6818181818181819,0
0,0.4,0.6000000000000001,0,0.4,0.4,0.6000000000000001,0.6000000000000001,0.2,0.0294197031039136,0.0,0
0,1.0,1.0,0,1.0,1.0,1.0,1.0,0.6000000000000001,0.2491228070175438,1.0,1
1,0.4,0.8,0,0.2,0.6000000000000001,0.8,0.2,0.4,0.2904183535762483,1.0,0
1,0.2,0.2,0,0.4,0.4,0.4,0.4,0.2,0.2612685560053981,0.0,0
0,0.4,0.4,0,0.4,0.4,0.4,0.8,0.8,0.1157894736842105,0.3409090909090909,0
0,1.0,1.0,0,1.0,1.0,1.0,1.0,1.0,0.1524966261808367,0.0,1
0,0.8,0.8,0,0.8,0.8,0.8,0.8,0.2,0.1748987854251012,1.0,1
0,0.8,0.8,0,0.8,0.8,0.8,0.8,1.0,0.2685560053981107,0.0,1
0,0.8,0.6000000000000001,0,0.6000000000000001,0.8,0.6000000000000001,0.6000000000000001,0.8,0.2609986504723346,1.0,1
1,0.4,0.4,0,0.4,0.4,0.4,0.4,0.4,0.0321187584345479,0.0,0
1,0.6000000000000001,0.6000000000000001,0,0.2,0.2,0.2,0.2,0.6000000000000001,0.5516869095816463,1.0,0
0,1.0,1.0,0,1.0,1.0,1.0,1.0,0.4,0.0097165991902834,0.1136363636363636,1
0,0.6000000000000001,0.6000000000000001,0,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,1.0,0.3360323886639676,1.0,0
