gender,customer_type,travel_type,flight_distance,inflight_wifi_serv,time_conv,online_booking_conv,gate_location,food_and_drink,online_boarding,seat_comfort,inflight_ent,on-board_serv,leg_room_serv,baggage_handling,checkin_serv,inflight_serv,cleanliness,arr_delay_in_mins,satisfaction,age_group
0.0,1.0,0.0,0.08421052631578947,0.2,0.2,0.2,0.75,0.8,0.2,0.25,0.8,0.75,0.2,0.75,0.25,0.5,0.8,0.7083333333333333,0.0,0.0
0.0,0.0,0.0,0.07526315789473684,1.0,0.6000000000000001,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.2,1.0,0.5,1.0,1.0,0.0,1.0,0.5
0.0,0.0,0.0,0.4610526315789473,0.8,0.4,0.4,0.25,1.0,1.0,0.5,0.8,0.75,0.8,0.75,0.25,0.75,1.0,0.020833333333333332,1.0,0.5
0.0,0.0,1.0,0.4068421052631579,0.2,1.0,0.2,0.5,0.2,0.2,0.0,0.2,1.0,0.4,1.0,0.5,1.0,0.2,0.0,0.0,0.0
0.0,0.0,1.0,0.32421052631578945,0.6000000000000001,0.4,0.6000000000000001,0.5,0.4,0.6000000000000001,1.0,0.4,0.25,0.8,0.5,0.5,0.25,0.4,0.0,0.0,0.0
1.0,0.0,0.0,0.32789473684210524,0.8,0.6000000000000001,0.6000000000000001,0.5,0.8,0.8,0.75,0.8,0.75,1.0,0.25,0.0,0.5,0.8,0.0,1.0,0.25
0.0,0.0,1.0,0.16157894736842107,0.2,1.0,0.6000000000000001,0.5,1.0,0.6000000000000001,0.75,1.0,0.75,0.4,0.75,1.0,0.75,1.0,0.0,0.0,0.0
1.0,0.0,0.0,0.18368421052631578,0.4,0.8,0.8,0.75,0.4,0.4,0.25,0.4,0.0,0.2,0.5,0.5,0.75,0.4,0.0,1.0,0.5
1.0,0.0,0.0,0.09105263157894736,0.4,1.0,1.0,1.0,0.4,0.4,0.25,0.4,0.5,1.0,0.75,0.25,0.75,0.4,1.0,0.0,0.25
0.0,0.0,1.0,0.4057894736842105,0.4,0.6000000000000001,0.4,0.75,0.4,0.4,0.25,0.4,0.5,0.4,0.75,0.75,0.5,0.4,0.0,0.0,0.25
0.0,0.0,0.0,0.3394736842105263,0.4,1.0,1.0,1.0,1.0,0.8,0.75,0.4,0.25,0.4,0.25,0.0,0.25,0.6000000000000001,0.0,0.0,0.5
1.0,0.0,1.0,0.791578947368421,0.6000000000000001,0.4,0.6000000000000001,0.5,0.6000000000000001,0.8,0.75,0.8,0.0,0.4,0.75,0.75,0.75,0.8,0.6875,0.0,0.25
0.0,0.0,0.0,0.40947368421052627,0.8,0.4,0.8,0.25,0.8,0.8,0.75,0.8,0.75,0.6000000000000001,0.25,0.75,0.75,0.8,1.0,1.0,0.5
0.0,0.0,1.0,0.15789473684210528,0.4,1.0,0.4,0.25,0.6000000000000001,0.4,0.5,0.6000000000000001,1.0,0.6000000000000001,1.0,0.5,1.0,0.6000000000000001,0.0,0.0,0.25
0.0,0.0,1.0,0.09578947368421052,0.4,0.0,0.4,0.0,1.0,1.0,1.0,1.0,1.0,0.4,1.0,1.0,1.0,1.0,0.125,0.0,0.75
0.0,0.0,0.0,0.7121052631578948,0.8,1.0,1.0,1.0,0.8,0.2,0.75,0.6000000000000001,0.0,0.8,0.5,0.75,0.25,0.8,1.0,0.0,0.0
1.0,0.0,0.0,0.018947368421052633,0.8,0.8,1.0,1.0,0.8,0.8,0.75,0.8,0.25,0.2,0.0,0.75,0.75,0.8,0.08333333333333333,1.0,0.5
1.0,0.0,1.0,0.6194736842105263,0.6000000000000001,0.6000000000000001,0.8,0.75,0.4,0.8,0.25,0.4,0.25,0.2,0.75,0.75,0.75,0.4,0.0,0.0,0.75
0.0,0.0,0.0,0.20842105263157895,0.8,1.0,1.0,1.0,1.0,0.8,0.0,0.8,0.75,0.8,0.75,0.75,0.75,0.2,0.47916666666666663,1.0,0.5
0.0,0.0,1.0,0.43999999999999995,0.8,0.8,0.8,0.75,1.0,0.8,1.0,1.0,0.75,0.6000000000000001,1.0,0.75,0.75,1.0,0.2708333333333333,0.0,0.25
1.0,0.0,1.0,0.23789473684210524,0.4,0.0,0.4,0.75,0.2,0.4,1.0,0.2,1.0,0.8,1.0,0.5,1.0,0.2,0.5208333333333333,0.0,0.75
0.0,0.0,0.0,0.18947368421052632,1.0,0.2,0.2,0.0,1.0,0.8,1.0,1.0,0.0,0.2,0.5,0.75,0.5,1.0,0.0,1.0,0.25
0.0,0.0,0.0,0.8247368421052632,0.2,1.0,0.8,0.75,0.2,0.4,0.0,0.2,0.5,0.2,0.5,0.5,0.75,0.2,0.0,0.0,0.25
0.0,0.0,1.0,0.39210526315789473,0.4,0.2,0.4,0.25,0.8,0.4,0.75,0.8,0.75,0.6000000000000001,0.25,0.0,0.25,0.8,0.20833333333333331,0.0,0.25
1.0,0.0,1.0,0.4226315789473684,0.8,0.8,0.6000000000000001,0.5,0.8,0.6000000000000001,0.75,0.8,1.0,0.2,0.5,0.25,0.0,0.8,1.0,0.0,0.5
1.0,0.0,1.0,0.5463157894736842,0.2,1.0,0.2,0.0,0.4,0.2,1.0,0.4,0.5,0.4,0.75,0.5,0.75,0.4,0.6458333333333333,0.0,0.25
0.0,0.0,0.0,0.12368421052631577,0.4,0.2,0.8,0.0,0.4,0.4,0.25,0.4,0.0,0.6000000000000001,0.5,0.75,0.5,0.4,1.0,0.0,0.5
0.0,0.0,1.0,0.0368421052631579,0.8,0.8,0.8,0.75,1.0,0.8,1.0,1.0,0.5,0.4,0.75,0.75,1.0,1.0,0.0,0.0,0.25
0.0,0.0,0.0,0.10105263157894737,0.4,0.2,0.2,0.0,0.8,0.2,0.0,0.4,0.25,0.4,0.25,0.5,0.25,0.2,0.41666666666666663,0.0,0.5
0.0,1.0,0.0,0.44052631578947365,0.4,0.4,0.4,0.75,0.6000000000000001,0.4,0.5,0.6000000000000001,0.5,0.8,0.5,0.25,0.5,0.6000000000000001,0.0,0.0,0.25
1.0,0.0,0.0,0.04157894736842105,0.6000000000000001,0.2,0.2,0.0,0.6000000000000001,0.6000000000000001,0.5,0.6000000000000001,0.25,0.6000000000000001,0.75,0.25,0.5,0.6000000000000001,0.0,0.0,0.5
1.0,0.0,0.0,0.34421052631578947,0.8,0.4,0.4,0.25,0.8,0.8,0.75,0.8,0.0,0.8,0.0,0.25,1.0,0.8,0.0,1.0,0.5
1.0,0.0,1.0,0.06157894736842105,0.8,1.0,0.8,0.5,0.8,0.8,0.75,0.8,0.5,0.6000000000000001,0.75,0.5,1.0,0.8,0.5625,0.0,0.75
1.0,0.0,1.0,0.018947368421052633,0.2,1.0,0.2,0.5,1.0,0.2,1.0,1.0,1.0,0.6000000000000001,0.75,1.0,1.0,1.0,0.3333333333333333,0.0,0.75
1.0,0.0,1.0,0.10105263157894737,0.6000000000000001,1.0,0.0,0.25,0.8,0.0,0.75,0.8,0.5,1.0,1.0,0.5,1.0,0.8,0.0,0.0,0.5
0.0,0.0,0.0,0.16578947368421054,0.4,0.6000000000000001,0.6000000000000001,0.5,0.4,0.4,1.0,0.4,0.25,0.4,0.25,0.5,0.25,0.4,0.0,1.0,0.5
0.0,0.0,0.0,0.10421052631578946,0.8,1.0,1.0,1.0,0.8,0.8,0.0,0.8,0.75,0.8,0.75,0.0,0.75,0.8,1.0,1.0,0.75
1.0,0.0,0.0,0.6173684210526316,0.4,0.8,0.8,0.75,0.4,0.4,0.25,0.4,0.25,0.2,0.5,0.0,0.5,0.4,0.7083333333333333,0.0,1.0
1.0,0.0,0.0,0.61,1.0,0.2,0.2,0.0,1.0,1.0,1.0,1.0,1.0,0.4,0.5,0.75,0.5,1.0,1.0,1.0,0.5
0.0,0.0,1.0,0.40157894736842104,0.4,0.8,0.4,0.75,1.0,0.4,1.0,1.0,0.75,0.4,0.75,0.75,1.0,1.0,0.14583333333333331,0.0,0.0
1.0,0.0,0.0,0.22,0.2,0.2,0.2,0.0,0.2,0.2,0.0,0.2,0.0,0.4,0.5,0.75,0.5,0.2,0.0,0.0,0.5
0.0,0.0,0.0,0.4373684210526316,0.8,0.4,0.4,0.25,0.8,0.6000000000000001,0.5,0.8,0.75,0.8,0.75,0.0,0.75,0.4,0.0625,0.0,0.75
0.0,0.0,1.0,0.15842105263157896,0.6000000000000001,1.0,0.6000000000000001,0.25,1.0,0.8,1.0,0.8,0.75,0.6000000000000001,0.75,0.5,0.75,0.8,0.0,0.0,0.5
0.0,0.0,0.0,0.791578947368421,0.2,1.0,1.0,1.0,0.6000000000000001,0.2,0.5,0.2,0.0,0.2,0.0,0.5,0.0,0.2,0.0,0.0,0.75
0.0,0.0,0.0,0.44368421052631574,0.4,0.2,0.2,0.0,0.4,0.4,0.25,0.4,0.25,0.2,0.5,0.5,0.75,0.4,0.1875,0.0,0.25
0.0,0.0,0.0,0.11894736842105262,1.0,0.4,1.0,0.25,0.6000000000000001,0.6000000000000001,0.75,1.0,1.0,1.0,1.0,0.75,1.0,0.4,0.0,1.0,0.5
1.0,0.0,1.0,0.12157894736842105,0.6000000000000001,0.2,0.6000000000000001,0.5,0.6000000000000001,0.6000000000000001,0.5,0.6000000000000001,0.75,0.4,0.5,0.0,0.5,0.6000000000000001,0.3333333333333333,0.0,0.25
1.0,0.0,1.0,0.06421052631578947,0.2,0.6000000000000001,0.2,0.5,0.6000000000000001,0.2,0.5,0.6000000000000001,0.25,0.6000000000000001,0.75,0.5,0.5,0.6000000000000001,0.0,0.0,0.25
1.0,0.0,0.0,0.2942105263157894,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.5,0.6000000000000001,0.6000000000000001,0.5,0.6000000000000001,0.25,0.8,0.25,0.25,0.25,0.6000000000000001,0.0,0.0,0.75
0.0,1.0,0.0,0.18947368421052632,0.6000000000000001,1.0,0.6000000000000001,0.25,0.6000000000000001,0.6000000000000001,0.5,0.6000000000000001,1.0,0.4,1.0,0.25,1.0,0.6000000000000001,0.0,0.0,0.25
0.0,0.0,0.0,0.371578947368421,0.8,0.4,0.4,0.25,0.8,0.8,0.75,0.8,0.5,0.4,0.0,0.75,0.25,0.8,0.0,1.0,0.25
0.0,0.0,0.0,0.21947368421052632,0.4,0.6000000000000001,0.6000000000000001,0.5,0.4,1.0,0.75,0.2,0.0,0.4,0.0,1.0,0.0,1.0,0.0,1.0,0.5
0.0,1.0,0.0,0.15,0.8,0.8,0.8,0.75,0.8,0.8,0.75,0.8,0.25,0.2,0.75,0.25,0.5,0.8,0.0,0.0,0.75
1.0,0.0,1.0,0.4147368421052631,0.4,0.6000000000000001,0.4,0.25,0.8,0.4,0.75,0.8,0.25,0.2,0.5,0.0,0.5,0.8,0.14583333333333331,0.0,0.5
1.0,0.0,1.0,0.13578947368421054,0.6000000000000001,0.8,0.6000000000000001,0.5,0.6000000000000001,0.6000000000000001,0.5,0.6000000000000001,1.0,0.8,0.75,0.75,0.75,0.6000000000000001,0.0,0.0,0.5
0.0,0.0,1.0,0.20842105263157895,0.8,0.8,1.0,0.0,0.4,0.8,1.0,0.6000000000000001,0.5,1.0,0.5,1.0,0.5,0.6000000000000001,0.0,0.0,0.5
0.0,0.0,1.0,0.20105263157894737,0.4,0.8,0.2,0.75,0.4,0.6000000000000001,0.75,0.2,0.0,0.2,0.5,0.25,0.0,0.6000000000000001,0.41666666666666663,0.0,1.0
0.0,0.0,0.0,0.5457894736842106,0.6000000000000001,1.0,1.0,1.0,0.6000000000000001,0.8,0.5,0.6000000000000001,0.5,0.6000000000000001,0.5,0.75,0.5,0.4,1.0,0.0,0.5
1.0,0.0,1.0,0.17789473684210527,0.2,0.4,0.4,0.5,0.6000000000000001,0.4,0.5,0.6000000000000001,0.25,0.4,0.5,0.25,0.25,0.6000000000000001,0.0,0.0,0.75
0.0,0.0,1.0,0.8363157894736842,0.6000000000000001,0.8,0.4,0.0,1.0,0.8,1.0,0.8,0.75,0.4,0.75,0.5,0.75,1.0,0.020833333333333332,0.0,0.5
0.0,0.0,1.0,0.3857894736842105,0.6000000000000001,1.0,0.6000000000000001,0.75,0.4,1.0,1.0,0.2,0.0,0.6000000000000001,0.0,0.5,0.0,0.6000000000000001,0.4583333333333333,0.0,1.0
0.0,0.0,1.0,0.04052631578947369,0.6000000000000001,0.8,0.6000000000000001,0.5,0.8,0.6000000000000001,0.0,0.8,1.0,0.6000000000000001,1.0,0.5,0.75,0.8,1.0,0.0,0.25
0.0,0.0,0.0,0.19526315789473686,0.6000000000000001,0.2,0.2,0.0,0.6000000000000001,0.6000000000000001,0.5,0.6000000000000001,0.75,0.4,0.5,0.0,0.5,0.6000000000000001,0.125,0.0,0.25
0.0,0.0,0.0,0.8894736842105263,0.8,0.8,0.8,0.75,0.8,0.8,0.75,0.8,0.75,0.6000000000000001,0.5,0.25,0.0,0.8,0.0,1.0,0.5
1.0,1.0,0.0,0.791578947368421,0.4,0.4,0.4,0.5,1.0,0.4,0.25,1.0,0.75,1.0,0.75,0.5,0.5,1.0,0.2708333333333333,0.0,0.25
1.0,0.0,0.0,0.08473684210526315,0.4,0.4,0.8,0.25,0.4,0.4,0.25,0.4,0.25,1.0,0.5,0.0,0.5,0.4,1.0,0.0,1.0
0.0,0.0,1.0,0.0963157894736842,0.4,1.0,0.4,0.0,0.8,1.0,0.75,0.6000000000000001,0.5,0.4,0.5,0.5,0.5,0.8,0.0,0.0,0.75
0.0,0.0,1.0,0.8215789473684211,0.6000000000000001,1.0,0.6000000000000001,0.25,1.0,0.6000000000000001,1.0,0.2,0.0,0.6000000000000001,0.0,0.75,0.0,0.6000000000000001,0.7083333333333333,0.0,0.5
0.0,1.0,0.0,0.1194736842105263,0.2,0.0,0.2,0.75,0.8,0.2,0.75,0.8,0.25,0.4,0.75,0.75,0.75,0.8,0.0,0.0,0.0
1.0,0.0,0.0,0.10789473684210525,1.0,0.4,0.4,0.25,1.0,1.0,1.0,1.0,0.25,0.2,0.75,1.0,0.0,1.0,0.0,1.0,0.75
1.0,0.0,1.0,0.14263157894736841,0.6000000000000001,1.0,0.6000000000000001,0.5,0.8,0.6000000000000001,0.75,0.8,0.75,0.8,0.5,0.75,0.5,0.8,0.0,0.0,0.0
1.0,0.0,1.0,0.18947368421052632,0.4,0.6000000000000001,0.2,0.25,0.8,0.2,0.75,0.8,0.75,1.0,0.25,0.5,0.5,0.8,0.0,0.0,0.5
1.0,0.0,1.0,0.26473684210526316,0.4,0.8,0.4,0.25,0.8,0.4,0.75,0.8,1.0,0.6000000000000001,0.75,0.75,0.75,0.8,0.375,0.0,1.0
0.0,0.0,0.0,0.36684210526315786,0.6000000000000001,0.2,0.2,0.0,0.4,0.6000000000000001,0.5,0.6000000000000001,0.5,0.6000000000000001,0.5,0.75,0.5,0.4,0.35416666666666663,0.0,0.5
0.0,0.0,1.0,0.8626315789473684,0.8,0.8,1.0,0.25,0.6000000000000001,0.4,0.75,0.4,0.25,1.0,0.25,0.25,0.25,1.0,0.0,0.0,0.5
1.0,0.0,1.0,0.5042105263157896,0.6000000000000001,1.0,0.6000000000000001,0.5,0.6000000000000001,0.6000000000000001,0.5,0.6000000000000001,0.75,0.6000000000000001,0.75,1.0,1.0,0.6000000000000001,0.25,0.0,0.75
1.0,0.0,0.0,0.38473684210526315,0.6000000000000001,0.2,0.2,0.0,0.6000000000000001,0.8,0.75,0.6000000000000001,0.25,0.8,1.0,0.25,0.25,0.6000000000000001,0.0,1.0,0.25
0.0,0.0,1.0,0.48052631578947363,0.4,0.8,0.4,0.5,0.8,0.4,0.75,0.8,0.25,0.8,1.0,0.5,0.5,0.8,0.0,0.0,0.5
0.0,0.0,1.0,0.8626315789473684,0.4,0.6000000000000001,0.4,0.0,1.0,0.4,1.0,1.0,1.0,0.4,1.0,0.0,0.75,1.0,0.0,0.0,0.0
0.0,0.0,0.0,0.05473684210526315,0.8,0.6000000000000001,0.6000000000000001,0.5,0.2,0.8,0.75,0.8,0.75,0.8,0.75,0.25,0.75,0.4,0.0,0.0,1.0
0.0,0.0,0.0,0.03368421052631579,0.4,0.4,0.4,0.25,0.4,0.2,0.75,0.4,0.25,0.4,0.25,1.0,0.25,1.0,0.0,1.0,0.75
0.0,0.0,0.0,0.25473684210526315,0.8,0.8,0.8,0.75,0.8,0.8,0.75,0.8,0.75,0.2,0.0,0.75,1.0,0.8,1.0,1.0,0.25
1.0,0.0,1.0,0.08684210526315789,0.2,1.0,0.2,0.25,1.0,0.2,1.0,1.0,0.0,0.8,0.75,1.0,1.0,1.0,0.3333333333333333,0.0,0.75
0.0,1.0,0.0,0.3857894736842105,0.4,0.0,0.4,0.75,0.4,0.4,0.25,0.4,0.75,0.6000000000000001,1.0,0.0,0.0,0.4,0.0,0.0,0.25
0.0,0.0,1.0,0.04105263157894737,0.4,0.4,0.4,0.5,0.8,0.4,0.5,0.8,0.75,0.6000000000000001,0.5,0.75,0.5,0.8,0.35416666666666663,0.0,0.25
0.0,0.0,0.0,0.34105263157894733,0.8,1.0,1.0,1.0,0.4,0.2,0.0,0.8,0.75,0.8,0.75,0.75,0.75,0.8,0.0,1.0,0.5
1.0,0.0,1.0,0.17789473684210527,0.2,0.4,0.8,0.5,0.4,0.8,0.25,0.4,0.25,0.6000000000000001,0.5,0.25,0.5,0.4,0.0,0.0,1.0
0.0,0.0,1.0,0.3463157894736842,0.6000000000000001,1.0,0.6000000000000001,0.5,1.0,0.8,0.75,0.4,0.25,0.6000000000000001,0.0,1.0,0.25,1.0,0.0,0.0,0.75
0.0,0.0,1.0,0.32105263157894737,1.0,0.8,1.0,0.75,0.8,1.0,0.75,0.8,0.5,0.4,0.75,1.0,1.0,0.8,0.0,1.0,0.5
0.0,1.0,0.0,0.16157894736842107,0.2,0.2,0.2,0.5,0.2,0.2,0.0,0.2,0.5,0.6000000000000001,0.25,0.5,0.25,0.2,0.16666666666666666,0.0,0.25
1.0,0.0,0.0,0.04157894736842105,0.8,0.8,0.8,0.75,0.8,0.8,0.75,0.8,0.0,0.8,1.0,0.25,1.0,0.8,0.0,1.0,0.5
1.0,0.0,1.0,0.6136842105263158,0.6000000000000001,0.4,0.6000000000000001,0.75,0.6000000000000001,0.6000000000000001,0.5,0.6000000000000001,0.75,0.6000000000000001,0.25,0.0,0.5,0.6000000000000001,0.6458333333333333,0.0,0.5
0.0,0.0,0.0,0.06789473684210526,1.0,0.2,0.2,0.0,1.0,0.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6000000000000001,0.0,1.0,0.5
1.0,0.0,0.0,0.03421052631578947,0.8,0.2,0.2,0.0,0.8,0.8,0.75,0.8,0.75,0.6000000000000001,0.5,0.5,0.75,0.8,0.020833333333333332,0.0,0.5
0.0,0.0,0.0,0.791578947368421,0.6000000000000001,0.4,0.4,0.25,0.6000000000000001,0.6000000000000001,0.5,0.6000000000000001,0.0,0.8,0.5,0.5,0.75,0.6000000000000001,0.0,0.0,0.25
0.0,0.0,0.0,0.1736842105263158,0.2,0.8,0.8,0.75,0.2,0.2,0.0,0.2,0.75,0.4,0.5,0.25,0.5,0.2,0.0,0.0,0.25
1.0,0.0,1.0,0.19894736842105265,0.8,1.0,0.8,0.25,1.0,0.8,1.0,1.0,0.75,0.8,1.0,0.5,1.0,1.0,0.0,1.0,0.0
1.0,0.0,0.0,0.12473684210526316,0.2,1.0,1.0,1.0,0.2,0.2,0.0,0.2,0.0,0.2,0.5,0.5,0.75,0.2,0.0,0.0,0.25
0.0,0.0,0.0,0.32631578947368417,0.6000000000000001,0.6000000000000001,0.8,0.5,0.6000000000000001,0.6000000000000001,0.5,0.6000000000000001,0.25,0.8,0.5,0.0,0.25,0.6000000000000001,0.0,0.0,0.25
0.0,0.0,1.0,1.0,0.4,0.8,0.2,0.25,0.8,0.8,0.75,0.8,0.75,0.2,1.0,0.5,0.75,1.0,0.0,0.0,0.75
0.0,0.0,1.0,0.46368421052631575,0.8,1.0,0.8,1.0,0.4,0.8,0.0,0.4,0.5,0.4,1.0,0.5,0.75,0.4,0.0,0.0,0.25
1.0,0.0,0.0,0.3405263157894737,0.4,0.4,0.4,0.25,0.4,0.4,0.25,0.4,0.0,0.2,0.5,0.0,0.5,0.4,0.41666666666666663,0.0,0.5
0.0,0.0,1.0,0.21947368421052632,0.8,1.0,0.8,0.75,0.4,0.8,1.0,0.8,0.75,0.8,0.75,0.5,0.75,0.8,0.2708333333333333,0.0,1.0
0.0,0.0,0.0,0.2142105263157895,0.8,1.0,1.0,1.0,0.8,0.8,1.0,0.8,1.0,0.6000000000000001,0.75,0.5,0.25,0.8,0.041666666666666664,1.0,0.25
1.0,0.0,0.0,0.18210526315789474,0.4,0.4,0.4,0.25,0.4,0.4,0.75,0.4,0.0,0.2,0.5,0.25,0.75,0.4,0.0,0.0,0.25
0.0,0.0,0.0,0.7294736842105264,0.8,1.0,1.0,1.0,0.2,0.8,0.25,0.8,0.75,0.8,0.75,0.0,0.75,0.6000000000000001,0.0,1.0,1.0
0.0,0.0,0.0,0.18526315789473685,0.8,0.4,0.4,0.25,0.8,0.8,0.75,0.8,0.75,0.4,1.0,1.0,0.0,0.8,0.0,1.0,0.5
1.0,0.0,1.0,0.06578947368421052,0.4,1.0,0.4,0.5,0.8,0.4,0.75,0.8,0.5,0.6000000000000001,0.0,0.0,1.0,0.8,0.0,0.0,0.75
0.0,0.0,1.0,0.5147368421052632,0.6000000000000001,0.8,0.6000000000000001,1.0,1.0,0.6000000000000001,1.0,1.0,1.0,0.2,0.0,0.5,1.0,1.0,0.1875,0.0,0.25
1.0,0.0,0.0,0.3826315789473684,0.8,1.0,1.0,1.0,0.8,0.8,0.75,0.8,0.5,1.0,1.0,1.0,1.0,0.8,0.0,1.0,0.5
0.0,0.0,1.0,0.391578947368421,0.6000000000000001,1.0,0.6000000000000001,0.25,0.4,0.6000000000000001,0.0,0.4,0.75,1.0,0.75,1.0,0.75,0.4,0.0,0.0,0.0
1.0,0.0,0.0,0.10105263157894737,0.4,0.2,0.2,0.0,0.2,0.4,0.0,0.2,0.75,0.8,0.75,0.5,0.5,0.2,0.0,0.0,1.0
0.0,0.0,0.0,0.1705263157894737,0.4,0.6000000000000001,0.6000000000000001,0.5,1.0,0.4,1.0,0.4,0.25,0.4,0.25,1.0,0.25,0.4,0.1875,1.0,0.5
1.0,0.0,1.0,0.2963157894736842,0.4,0.2,0.4,0.5,0.8,0.4,0.75,0.8,0.25,0.4,0.5,0.75,0.5,0.8,0.0,0.0,0.5
0.0,0.0,1.0,0.34105263157894733,0.2,1.0,0.2,0.25,1.0,0.2,1.0,1.0,0.75,0.6000000000000001,0.75,1.0,1.0,1.0,0.0,0.0,0.25
