gender,customer_type,travel_type,flight_distance,inflight_wifi_serv,time_conv,online_booking_conv,gate_location,food_and_drink,online_boarding,seat_comfort,inflight_ent,on-board_serv,leg_room_serv,baggage_handling,checkin_serv,inflight_serv,cleanliness,depart_delay_in_mins,arr_delay_in_mins,satisfaction,age_group
0,0,1,0.053715670436187406,0.2,1.0,0.2,0.6000000000000001,1.0,0.2,1.0,1.0,1.0,0.2,0.0,0.6000000000000001,0.8,1.0,0.042085427135678394,0.039141414141414144,0,0
0,1,0,0.21183360258481423,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.8,0.2,0.5,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.0,0.0,0,1
0,0,0,0.10985460420032311,0.2,0.8,0.8,0.8,0.4,0.6000000000000001,0.8,0.4,0.4,0.2,0.25,0.4,0.4,0.8,0.008793969849246231,0.010101010101010102,0,3
0,0,0,0.13105815831987078,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2,0.8,1.0,0.2,0.6000000000000001,1.0,0.007537688442211055,0.017045454545454548,1,1
1,0,0,0.06805331179321487,1.0,0.2,0.4,0.2,0.8,1.0,0.8,0.8,1.0,1.0,0.25,0.8,0.6000000000000001,0.8,0.0,0.0,1,2
1,0,1,0.2861470113085622,0.4,0.6000000000000001,0.4,1.0,0.8,0.4,0.8,0.8,0.8,0.6000000000000001,0.75,0.6000000000000001,0.2,0.8,0.01256281407035176,0.0025252525252525255,0,2
1,0,1,0.026655896607431343,0.6000000000000001,1.0,0.6000000000000001,0.4,0.2,0.6000000000000001,0.2,0.2,0.8,0.4,0.75,1.0,1.0,0.2,0.005653266331658292,0.006944444444444445,0,1
1,0,0,0.0932956381260097,0.8,0.2,1.0,1.0,0.8,0.8,0.8,0.8,0.4,0.8,0.25,0.6000000000000001,0.8,0.8,0.01193467336683417,0.003787878787878788,1,1
0,0,0,0.007269789983844911,0.4,1.0,0.6000000000000001,1.0,0.4,0.6000000000000001,0.8,0.6000000000000001,0.6000000000000001,0.4,0.5,0.8,0.6000000000000001,0.6000000000000001,0.017587939698492462,0.011363636363636364,0,4
1,0,1,0.23626817447495962,0.4,1.0,0.4,0.6000000000000001,0.6000000000000001,0.4,0.6000000000000001,0.6000000000000001,0.8,0.4,0.0,1.0,1.0,0.6000000000000001,0.01507537688442211,0.00883838383838384,0,0
1,0,0,0.21082390953150243,0.4,0.8,0.2,0.8,0.4,0.4,0.4,0.4,0.2,0.4,0.75,0.8,0.6000000000000001,0.4,0.00314070351758794,0.0,0,2
0,1,0,0.17609046849757676,0.8,0.6000000000000001,0.8,0.8,0.2,0.8,0.2,0.2,0.8,1.0,0.5,0.2,0.8,0.2,0.02198492462311558,0.01767676767676768,0,1
1,0,0,0.11530694668820679,0.4,1.0,1.0,1.0,0.4,0.4,0.2,0.4,0.6000000000000001,0.8,0.75,0.8,0.8,0.4,0.013190954773869347,0.02777777777777778,0,1
0,0,1,0.10460420032310179,0.4,1.0,0.4,0.6000000000000001,0.4,0.4,0.4,0.4,1.0,1.0,0.75,1.0,0.8,0.4,0.0,0.0,0,0
0,0,1,0.27079967689822293,0.6000000000000001,1.0,0.6000000000000001,0.2,0.2,0.6000000000000001,0.2,0.2,0.6000000000000001,0.4,0.5,0.8,1.0,0.2,0.0,0.0,0,1
0,1,0,0.03231017770597739,0.2,0.2,0.2,0.8,0.8,0.2,0.4,0.8,0.8,0.2,0.75,0.4,0.6000000000000001,0.8,0.02449748743718593,0.021464646464646468,0,0
0,0,0,0.028877221324717286,1.0,0.6000000000000001,1.0,0.6000000000000001,1.0,1.0,1.0,1.0,1.0,0.2,1.0,0.6000000000000001,1.0,1.0,0.0,0.0,1,2
0,0,0,0.1768982229402262,0.8,0.4,0.4,0.4,1.0,1.0,0.6000000000000001,0.8,0.8,0.8,0.75,0.4,0.8,1.0,0.0,0.0006313131313131314,1,2
0,0,1,0.15609854604200324,0.2,1.0,0.2,0.6000000000000001,0.2,0.2,0.2,0.2,1.0,0.4,1.0,0.6000000000000001,1.0,0.2,0.0,0.0,0,0
0,0,1,0.12439418416801293,0.6000000000000001,0.4,0.6000000000000001,0.6000000000000001,0.4,0.6000000000000001,1.0,0.4,0.4,0.8,0.5,0.6000000000000001,0.4,0.4,0.0,0.0,0,0
1,0,0,0.12580775444264944,0.8,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.8,0.8,0.8,0.8,0.8,1.0,0.25,0.2,0.6000000000000001,0.8,0.0,0.0,1,1
0,0,1,0.06199515347334411,0.2,1.0,0.6000000000000001,0.6000000000000001,1.0,0.6000000000000001,0.8,1.0,0.8,0.4,0.75,1.0,0.8,1.0,0.0,0.0,0,0
1,0,0,0.07047657512116318,0.4,0.8,0.8,0.8,0.4,0.4,0.4,0.4,0.2,0.2,0.5,0.6000000000000001,0.8,0.4,0.010050251256281407,0.0,1,2
1,0,0,0.03493537964458805,0.4,1.0,1.0,1.0,0.4,0.4,0.4,0.4,0.6000000000000001,1.0,0.75,0.4,0.8,0.4,0.06595477386934673,0.058712121212121215,0,1
0,0,1,0.15569466882067853,0.4,0.6000000000000001,0.4,0.8,0.4,0.4,0.4,0.4,0.6000000000000001,0.4,0.75,0.8,0.6000000000000001,0.4,0.0,0.0,0,1
0,0,0,0.13025040387722134,0.4,1.0,1.0,1.0,1.0,0.8,0.8,0.4,0.4,0.4,0.25,0.2,0.4,0.6000000000000001,0.0,0.0,0,2
1,0,1,0.5098949919224557,0.6000000000000001,0.4,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.8,0.8,0.8,0.2,0.4,0.75,0.8,0.8,0.8,0.0,0.020833333333333336,0,1
0,0,0,0.15710823909531504,0.8,0.4,0.8,0.4,0.8,0.8,0.8,0.8,0.8,0.6000000000000001,0.25,0.8,0.8,0.8,0.07412060301507538,0.06313131313131314,1,2
0,0,1,0.0605815831987076,0.4,1.0,0.4,0.4,0.6000000000000001,0.4,0.6000000000000001,0.6000000000000001,1.0,0.6000000000000001,1.0,0.6000000000000001,1.0,0.6000000000000001,0.0,0.0,0,1
0,0,1,0.036752827140549275,0.4,0.0,0.4,0.2,1.0,1.0,1.0,1.0,1.0,0.4,1.0,1.0,1.0,1.0,0.0,0.003787878787878788,0,3
0,0,0,0.2732229402261712,0.8,1.0,1.0,1.0,0.8,0.2,0.8,0.6000000000000001,0.2,0.8,0.5,0.8,0.4,0.8,0.0885678391959799,0.07954545454545456,0,0
1,0,0,0.007269789983844911,0.8,0.8,1.0,1.0,0.8,0.8,0.8,0.8,0.4,0.2,0.0,0.8,0.8,0.8,0.0,0.0025252525252525255,1,2
1,0,1,0.23768174474959614,0.6000000000000001,0.6000000000000001,0.8,0.8,0.4,0.8,0.4,0.4,0.4,0.2,0.75,0.8,0.8,0.4,0.0,0.0,0,3
0,0,0,0.07996768982229403,0.8,1.0,1.0,1.0,1.0,0.8,0.2,0.8,0.8,0.8,0.75,0.8,0.8,0.2,0.02386934673366834,0.014520202020202022,1,2
0,0,1,0.16882067851373184,0.8,0.8,0.8,0.8,1.0,0.8,1.0,1.0,0.8,0.6000000000000001,1.0,0.8,0.8,1.0,0.01884422110552764,0.008207070707070708,0,1
1,0,1,0.09127625201938612,0.4,0.0,0.4,0.8,0.2,0.4,1.0,0.2,1.0,0.8,1.0,0.6000000000000001,1.0,0.2,0.007537688442211055,0.015782828282828284,0,3
0,0,0,0.07269789983844911,1.0,0.2,0.2,0.2,1.0,0.8,1.0,1.0,0.2,0.2,0.5,0.8,0.6000000000000001,1.0,0.0,0.0,1,1
0,0,0,0.316437802907916,0.2,1.0,0.8,0.8,0.2,0.4,0.2,0.2,0.6000000000000001,0.2,0.5,0.6000000000000001,0.8,0.2,0.0,0.0,0,1
0,0,1,0.1504442649434572,0.4,0.2,0.4,0.4,0.8,0.4,0.8,0.8,0.8,0.6000000000000001,0.25,0.2,0.4,0.8,0.0037688442211055275,0.006313131313131314,0,1
1,0,1,0.16215670436187402,0.8,0.8,0.6000000000000001,0.6000000000000001,0.8,0.6000000000000001,0.8,0.8,1.0,0.2,0.5,0.4,0.2,0.8,0.05778894472361809,0.06313131313131314,0,2
1,0,1,0.20961227786752828,0.2,1.0,0.2,0.2,0.4,0.2,1.0,0.4,0.6000000000000001,0.4,0.75,0.6000000000000001,0.8,0.4,0.03077889447236181,0.019570707070707072,0,1
0,0,0,0.04745557350565429,0.4,0.2,0.8,0.2,0.4,0.4,0.4,0.4,0.2,0.6000000000000001,0.5,0.8,0.6000000000000001,0.4,0.03077889447236181,0.03535353535353536,0,2
0,0,1,0.014135702746365105,0.8,0.8,0.8,0.8,1.0,0.8,1.0,1.0,0.6000000000000001,0.4,0.75,0.8,1.0,1.0,0.0,0.0,0,1
0,0,0,0.038772213247172865,0.4,0.2,0.2,0.2,0.8,0.2,0.2,0.4,0.4,0.4,0.25,0.6000000000000001,0.4,0.2,0.017587939698492462,0.012626262626262628,0,2
0,1,0,0.1690226171243942,0.4,0.4,0.4,0.8,0.6000000000000001,0.4,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.8,0.5,0.4,0.6000000000000001,0.6000000000000001,0.0,0.0,0,1
1,0,0,0.015953150242326332,0.6000000000000001,0.2,0.2,0.2,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.4,0.6000000000000001,0.75,0.4,0.6000000000000001,0.6000000000000001,0.0,0.0,0,2
1,0,0,0.13206785137318255,0.8,0.4,0.4,0.4,0.8,0.8,0.8,0.8,0.2,0.8,0.0,0.4,1.0,0.8,0.0,0.0,1,2
1,0,1,0.023626817447495962,0.8,1.0,0.8,0.6000000000000001,0.8,0.8,0.8,0.8,0.6000000000000001,0.6000000000000001,0.75,0.6000000000000001,1.0,0.8,0.019472361809045227,0.017045454545454548,0,3
1,0,1,0.007269789983844911,0.2,1.0,0.2,0.6000000000000001,1.0,0.2,1.0,1.0,1.0,0.6000000000000001,0.75,1.0,1.0,1.0,0.015703517587939697,0.010101010101010102,0,3
1,0,1,0.038772213247172865,0.6000000000000001,1.0,0.0,0.4,0.8,0.0,0.8,0.8,0.6000000000000001,1.0,1.0,0.6000000000000001,1.0,0.8,0.0,0.0,0,2
0,0,0,0.06361066235864297,0.4,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.4,0.4,1.0,0.4,0.4,0.4,0.25,0.6000000000000001,0.4,0.4,0.005653266331658292,0.0,1,2
0,0,0,0.039983844911147016,0.8,1.0,1.0,1.0,0.8,0.8,0.2,0.8,0.8,0.8,0.75,0.2,0.8,0.8,0.03957286432160804,0.047348484848484855,1,3
1,0,0,0.2368739903069467,0.4,0.8,0.8,0.8,0.4,0.4,0.4,0.4,0.4,0.2,0.5,0.2,0.6000000000000001,0.4,0.03454773869346734,0.021464646464646468,0,4
1,0,0,0.23404684975767368,1.0,0.2,0.2,0.2,1.0,1.0,1.0,1.0,1.0,0.4,0.5,0.8,0.6000000000000001,1.0,0.07412060301507538,0.06313131313131314,1,2
0,0,1,0.15407915993537966,0.4,0.8,0.4,0.8,1.0,0.4,1.0,1.0,0.8,0.4,0.75,0.8,1.0,1.0,0.006909547738693468,0.00441919191919192,0,0
1,0,0,0.08441033925686592,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.4,0.5,0.8,0.6000000000000001,0.2,0.0,0.0,0,2
0,0,0,0.16781098546042006,0.8,0.4,0.4,0.4,0.8,0.6000000000000001,0.6000000000000001,0.8,0.8,0.8,0.75,0.2,0.8,0.4,0.0,0.001893939393939394,0,3
0,0,1,0.06078352180936995,0.6000000000000001,1.0,0.6000000000000001,0.4,1.0,0.8,1.0,0.8,0.8,0.6000000000000001,0.75,0.6000000000000001,0.8,0.8,0.0,0.0,0,2
0,0,0,0.38691437802907913,0.2,1.0,1.0,1.0,0.6000000000000001,0.2,0.6000000000000001,0.2,0.2,0.2,0.0,0.6000000000000001,0.2,0.2,0.0,0.0,0,3
0,0,0,0.17023424878836835,0.4,0.2,0.2,0.2,0.4,0.4,0.4,0.4,0.4,0.2,0.5,0.6000000000000001,0.8,0.4,0.0,0.005681818181818182,0,1
0,0,0,0.04563812600969306,1.0,0.4,1.0,0.4,0.6000000000000001,0.6000000000000001,0.8,1.0,1.0,1.0,1.0,0.8,1.0,0.4,0.0,0.0,1,2
1,0,1,0.04664781906300485,0.6000000000000001,0.2,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.8,0.4,0.5,0.2,0.6000000000000001,0.6000000000000001,0.002512562814070352,0.010101010101010102,0,1
1,0,1,0.024636510500807757,0.2,0.6000000000000001,0.2,0.6000000000000001,0.6000000000000001,0.2,0.6000000000000001,0.6000000000000001,0.4,0.6000000000000001,0.75,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.0,0.0,0,1
1,0,0,0.11288368336025849,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.4,0.8,0.25,0.4,0.4,0.6000000000000001,0.0,0.0,0,3
0,1,0,0.07269789983844911,0.6000000000000001,1.0,0.6000000000000001,0.4,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,1.0,0.4,1.0,0.4,1.0,0.6000000000000001,0.0,0.0,0,1
0,0,0,0.1425686591276252,0.8,0.4,0.4,0.4,0.8,0.8,0.8,0.8,0.6000000000000001,0.4,0.0,0.8,0.4,0.8,0.0,0.0,1,1
0,0,0,0.08420840064620357,0.4,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.4,1.0,0.8,0.2,0.2,0.4,0.0,1.0,0.2,1.0,0.0,0.0,1,2
0,1,0,0.057552504038772226,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.4,0.2,0.75,0.4,0.6000000000000001,0.8,0.0,0.0,0,3
1,0,1,0.15912762520193863,0.4,0.6000000000000001,0.4,0.4,0.8,0.4,0.8,0.8,0.4,0.2,0.5,0.2,0.6000000000000001,0.8,0.0037688442211055275,0.00441919191919192,0,2
1,0,1,0.052100161550888535,0.6000000000000001,0.8,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,1.0,0.8,0.75,0.8,0.8,0.6000000000000001,0.0,0.0,0,2
0,0,1,0.07996768982229403,0.8,0.8,1.0,0.2,0.4,0.8,1.0,0.6000000000000001,0.6000000000000001,1.0,0.5,1.0,0.6000000000000001,0.6000000000000001,0.0,0.0,0,2
0,0,1,0.07714054927302101,0.4,0.8,0.2,0.8,0.4,0.6000000000000001,0.8,0.2,0.2,0.2,0.5,0.4,0.2,0.6000000000000001,0.01256281407035176,0.012626262626262628,0,4
0,0,0,0.20941033925686592,0.6000000000000001,1.0,1.0,1.0,0.6000000000000001,0.8,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.5,0.8,0.6000000000000001,0.4,0.0,0.03787878787878788,0,2
1,0,1,0.06825525040387723,0.2,0.4,0.4,0.6000000000000001,0.6000000000000001,0.4,0.6000000000000001,0.6000000000000001,0.4,0.4,0.5,0.4,0.4,0.6000000000000001,0.005025125628140704,0.0,0,3
0,0,1,0.32088045234248785,0.6000000000000001,0.8,0.4,0.2,1.0,0.8,1.0,0.8,0.8,0.4,0.75,0.6000000000000001,0.8,1.0,0.0,0.0006313131313131314,0,2
0,0,1,0.1480210016155089,0.6000000000000001,1.0,0.6000000000000001,0.8,0.4,1.0,1.0,0.2,0.2,0.6000000000000001,0.0,0.6000000000000001,0.2,0.6000000000000001,0.016331658291457288,0.01388888888888889,0,4
0,0,1,0.015549273021001616,0.6000000000000001,0.8,0.6000000000000001,0.6000000000000001,0.8,0.6000000000000001,0.2,0.8,1.0,0.6000000000000001,1.0,0.6000000000000001,0.8,0.8,0.0,0.024621212121212124,0,1
0,0,0,0.07491922455573506,0.6000000000000001,0.2,0.2,0.2,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.8,0.4,0.5,0.2,0.6000000000000001,0.6000000000000001,0.0,0.003787878787878788,0,1
0,0,0,0.3412762520193861,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.6000000000000001,0.5,0.4,0.2,0.8,0.0,0.0,1,2
1,1,0,0.38691437802907913,0.4,0.4,0.4,0.6000000000000001,1.0,0.4,0.4,1.0,0.8,1.0,0.75,0.6000000000000001,0.6000000000000001,1.0,0.005025125628140704,0.008207070707070708,0,1
1,0,0,0.03251211631663975,0.4,0.4,0.8,0.4,0.4,0.4,0.4,0.4,0.4,1.0,0.5,0.2,0.6000000000000001,0.4,0.03329145728643216,0.026515151515151516,0,4
0,0,1,0.036954765751211635,0.4,1.0,0.4,0.2,0.8,1.0,0.8,0.6000000000000001,0.6000000000000001,0.4,0.5,0.6000000000000001,0.6000000000000001,0.8,0.0,0.0,0,3
0,0,1,0.3152261712439418,0.6000000000000001,1.0,0.6000000000000001,0.4,1.0,0.6000000000000001,1.0,0.2,0.2,0.6000000000000001,0.0,0.8,0.2,0.6000000000000001,0.002512562814070352,0.021464646464646468,0,2
0,1,0,0.04584006462035542,0.2,0.0,0.2,0.8,0.8,0.2,0.8,0.8,0.4,0.4,0.75,0.8,0.8,0.8,0.0,0.0,0,0
1,0,0,0.04139741518578353,1.0,0.4,0.4,0.4,1.0,1.0,1.0,1.0,0.4,0.2,0.75,1.0,0.2,1.0,0.0,0.0,1,3
1,0,1,0.0547253634894992,0.6000000000000001,1.0,0.6000000000000001,0.6000000000000001,0.8,0.6000000000000001,0.8,0.8,0.8,0.8,0.5,0.8,0.6000000000000001,0.8,0.0,0.0,0,0
1,0,1,0.07269789983844911,0.4,0.6000000000000001,0.2,0.4,0.8,0.2,0.8,0.8,0.8,1.0,0.25,0.6000000000000001,0.6000000000000001,0.8,0.0,0.0,0,2
1,0,1,0.1015751211631664,0.4,0.8,0.4,0.4,0.8,0.4,0.8,0.8,1.0,0.6000000000000001,0.75,0.8,0.8,0.8,0.01193467336683417,0.011363636363636364,0,4
0,0,0,0.14075121163166399,0.6000000000000001,0.2,0.2,0.2,0.4,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.5,0.8,0.6000000000000001,0.4,0.0,0.010732323232323234,0,2
0,0,1,0.3309773828756058,0.8,0.8,1.0,0.4,0.6000000000000001,0.4,0.8,0.4,0.4,1.0,0.25,0.4,0.4,1.0,0.0,0.0,0,2
1,0,1,0.1934571890145396,0.6000000000000001,1.0,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.8,0.6000000000000001,0.75,1.0,1.0,0.6000000000000001,0.010050251256281407,0.007575757575757576,0,3
1,0,0,0.14761712439418417,0.6000000000000001,0.2,0.2,0.2,0.6000000000000001,0.8,0.8,0.6000000000000001,0.4,0.8,1.0,0.4,0.4,0.6000000000000001,0.0,0.0,1,1
0,0,1,0.18436995153473346,0.4,0.8,0.4,0.6000000000000001,0.8,0.4,0.8,0.8,0.4,0.8,1.0,0.6000000000000001,0.6000000000000001,0.8,0.0,0.0,0,2
0,0,1,0.3309773828756058,0.4,0.6000000000000001,0.4,0.2,1.0,0.4,1.0,1.0,1.0,0.4,1.0,0.2,0.8,1.0,0.0,0.0,0,0
0,0,0,0.0210016155088853,0.8,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.2,0.8,0.8,0.8,0.8,0.8,0.75,0.4,0.8,0.4,0.0,0.0,0,4
0,0,0,0.012924071082390954,0.4,0.4,0.4,0.4,0.4,0.2,0.8,0.4,0.4,0.4,0.25,1.0,0.4,1.0,0.0,0.0,1,3
0,0,0,0.09773828756058159,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.2,0.0,0.8,1.0,0.8,0.08668341708542714,0.08712121212121213,1,1
1,0,1,0.03331987075928918,0.2,1.0,0.2,0.4,1.0,0.2,1.0,1.0,0.2,0.8,0.75,1.0,1.0,1.0,0.001256281407035176,0.010101010101010102,0,3
0,1,0,0.1480210016155089,0.4,0.0,0.4,0.8,0.4,0.4,0.4,0.4,0.8,0.6000000000000001,1.0,0.2,0.2,0.4,0.0,0.0,0,1
0,0,1,0.015751211631663976,0.4,0.4,0.4,0.6000000000000001,0.8,0.4,0.6000000000000001,0.8,0.8,0.6000000000000001,0.5,0.8,0.6000000000000001,0.8,0.015703517587939697,0.010732323232323234,0,1
0,0,0,0.1308562197092084,0.8,1.0,1.0,1.0,0.4,0.2,0.2,0.8,0.8,0.8,0.75,0.8,0.8,0.8,0.0,0.0,1,2
1,0,1,0.06825525040387723,0.2,0.4,0.8,0.6000000000000001,0.4,0.8,0.4,0.4,0.4,0.6000000000000001,0.5,0.4,0.6000000000000001,0.4,0.0,0.0,0,4
0,0,1,0.132875605815832,0.6000000000000001,1.0,0.6000000000000001,0.6000000000000001,1.0,0.8,0.8,0.4,0.4,0.6000000000000001,0.0,1.0,0.4,1.0,0.0,0.0,0,3
0,0,1,0.12318255250403878,1.0,0.8,1.0,0.8,0.8,1.0,0.8,0.8,0.6000000000000001,0.4,0.75,1.0,1.0,0.8,0.008165829145728644,0.0,1,2
0,1,0,0.06199515347334411,0.2,0.2,0.2,0.6000000000000001,0.2,0.2,0.2,0.2,0.6000000000000001,0.6000000000000001,0.25,0.6000000000000001,0.4,0.2,0.010678391959798994,0.005050505050505051,0,1
1,0,0,0.015953150242326332,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.2,0.8,1.0,0.4,1.0,0.8,0.0,0.0,1,2
1,0,1,0.23546042003231019,0.6000000000000001,0.4,0.6000000000000001,0.8,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.8,0.6000000000000001,0.25,0.2,0.6000000000000001,0.6000000000000001,0.016331658291457288,0.019570707070707072,0,2
0,0,0,0.026050080775444264,1.0,0.2,0.2,0.2,1.0,0.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6000000000000001,0.0,0.0,1,2
1,0,0,0.013126009693053314,0.8,0.2,0.2,0.2,0.8,0.8,0.8,0.8,0.8,0.6000000000000001,0.5,0.6000000000000001,0.8,0.8,0.0,0.0006313131313131314,0,2
0,0,0,0.5210016155088854,0.6000000000000001,0.4,0.4,0.4,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.2,0.8,0.5,0.6000000000000001,0.8,0.6000000000000001,0.0,0.0,0,1
0,0,0,0.06663974151857836,0.2,0.8,0.8,0.8,0.2,0.2,0.2,0.2,0.8,0.4,0.5,0.4,0.6000000000000001,0.2,0.000628140703517588,0.0,0,1
1,0,1,0.07633279483037157,0.8,1.0,0.8,0.4,1.0,0.8,1.0,1.0,0.8,0.8,1.0,0.6000000000000001,1.0,1.0,0.0,0.0,1,0
1,0,0,0.047859450726979,0.2,1.0,1.0,1.0,0.2,0.2,0.2,0.2,0.2,0.2,0.5,0.6000000000000001,0.8,0.2,0.0,0.0,0,1
0,0,0,0.12520193861066237,0.6000000000000001,0.6000000000000001,0.8,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.4,0.8,0.5,0.2,0.4,0.6000000000000001,0.0,0.0,0,1
0,0,1,0.38368336025848143,0.4,0.8,0.2,0.4,0.8,0.8,0.8,0.8,0.8,0.2,1.0,0.6000000000000001,0.8,1.0,0.0,0.0,0,3
0,0,1,0.17790791599353797,0.8,1.0,0.8,1.0,0.4,0.8,0.2,0.4,0.6000000000000001,0.4,1.0,0.6000000000000001,0.8,0.4,0.0,0.0,0,1
1,0,0,0.13065428109854604,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.2,0.2,0.5,0.2,0.6000000000000001,0.4,0.0,0.012626262626262628,0,2
0,0,1,0.08420840064620357,0.8,1.0,0.8,0.8,0.4,0.8,1.0,0.8,0.8,0.8,0.75,0.6000000000000001,0.8,0.8,0.010678391959798994,0.008207070707070708,0,4
0,0,0,0.08218901453957997,0.8,1.0,1.0,1.0,0.8,0.8,1.0,0.8,1.0,0.6000000000000001,0.75,0.6000000000000001,0.4,0.8,0.0,0.0012626262626262627,1,1
1,0,0,0.0698707592891761,0.4,0.4,0.4,0.4,0.4,0.4,0.8,0.4,0.2,0.2,0.5,0.4,0.8,0.4,0.0,0.0,0,1
0,0,0,0.2798869143780291,0.8,1.0,1.0,1.0,0.2,0.8,0.4,0.8,0.8,0.8,0.75,0.2,0.8,0.6000000000000001,0.0,0.0,1,4
0,0,0,0.07108239095315025,0.8,0.4,0.4,0.4,0.8,0.8,0.8,0.8,0.8,0.4,1.0,1.0,0.2,0.8,0.0,0.0,1,2
1,0,1,0.025242326332794832,0.4,1.0,0.4,0.6000000000000001,0.8,0.4,0.8,0.8,0.6000000000000001,0.6000000000000001,0.0,0.2,1.0,0.8,0.0,0.0,0,3
0,0,1,0.19749596122778676,0.6000000000000001,0.8,0.6000000000000001,1.0,1.0,0.6000000000000001,1.0,1.0,1.0,0.2,0.0,0.6000000000000001,1.0,1.0,0.0,0.005681818181818182,0,1
1,0,0,0.14680936995153474,0.8,1.0,1.0,1.0,0.8,0.8,0.8,0.8,0.6000000000000001,1.0,1.0,1.0,1.0,0.8,0.00314070351758794,0.0,1,2
0,0,1,0.15024232633279483,0.6000000000000001,1.0,0.6000000000000001,0.4,0.4,0.6000000000000001,0.2,0.4,0.8,1.0,0.75,1.0,0.8,0.4,0.0,0.0,0,0
